City,Vehicle Type,Alcohol,Butane,Compressed Natural Gas,Diesel,Electric,Gasoline,Hybrid,Hydrogen,Liquefied Natural Gas,Other,Plug-in Hybrid,Propane,Steam,TOTAL
ENTERPRISE,Motorcycle - Standard,0,0,0,0,0,43,0,0,0,0,0,0,0,43
ENTERPRISE,Passenger - Standard,0,0,8,32,0,860,21,0,0,0,1,0,0,922
ENTERPRISE,Light Truck,0,0,1,346,1,1081,7,0,0,0,0,0,0,1436
ENTERPRISE,Heavy Truck,0,0,0,122,0,16,0,0,0,0,0,0,0,138
EPHRAIM,Motorcycle - Standard,0,0,0,0,0,99,0,0,0,0,0,0,0,99
EPHRAIM,Passenger - Standard,0,0,3,18,5,2172,64,0,0,0,5,0,0,2267
EPHRAIM,Light Truck,0,0,5,454,0,2373,15,0,0,0,0,0,0,2847
EPHRAIM,Heavy Truck,0,0,0,169,0,33,0,0,0,0,0,0,0,202
ERDA,Motorcycle - Standard,0,0,0,0,0,127,0,0,0,0,0,0,0,127
ERDA,Passenger - Standard,0,0,2,18,10,1367,41,0,0,0,5,0,0,1443
ERDA,Light Truck,0,0,4,594,1,1435,9,0,0,0,5,0,0,2048
ERDA,Heavy Truck,0,0,0,222,0,47,0,0,0,0,0,0,0,269
ESCALANTE,Motorcycle - Standard,0,0,0,0,0,47,0,0,0,0,0,0,0,47
ESCALANTE,Passenger - Standard,0,0,0,8,0,336,10,0,0,0,0,0,0,354
ESCALANTE,Light Truck,0,0,1,220,1,629,0,0,0,0,1,0,0,852
ESCALANTE,Heavy Truck,0,0,0,84,0,8,0,0,0,0,0,0,0,92
EUREKA,Motorcycle - Standard,0,0,0,0,0,35,0,0,0,0,0,0,0,35
EUREKA,Passenger - Standard,0,0,2,13,0,417,7,0,0,0,0,0,0,439
EUREKA,Light Truck,0,0,2,134,0,447,1,0,0,0,0,0,0,584
EUREKA,Heavy Truck,0,0,0,27,0,4,0,0,0,0,0,0,0,31
FAIRFIELD,Motorcycle - Standard,0,0,0,0,0,2,0,0,0,0,0,0,0,2
FAIRFIELD,Passenger - Standard,0,0,0,4,0,42,0,0,0,0,1,0,0,47
FAIRFIELD,Light Truck,0,0,0,48,0,65,0,0,0,0,0,0,0,113
FAIRFIELD,Heavy Truck,0,0,0,31,0,2,0,0,0,0,0,0,0,33
FAIRVIEW,Motorcycle - Standard,0,0,0,0,0,96,0,0,0,0,0,0,0,96
FAIRVIEW,Passenger - Standard,0,0,4,32,1,1494,26,0,0,0,5,0,0,1562
FAIRVIEW,Light Truck,1,0,5,682,2,1785,10,0,0,0,1,0,0,2486
FAIRVIEW,Heavy Truck,0,0,0,198,0,44,0,0,0,0,0,0,0,242
FARMINGTON,Motorcycle - Standard,0,0,0,0,0,660,0,0,0,0,0,0,0,660
FARMINGTON,Passenger - Low Speed,0,0,0,0,1,0,0,0,0,0,0,0,0,1
FARMINGTON,Passenger - Standard,0,0,19,92,151,7794,338,0,0,0,44,0,0,8438
FARMINGTON,Light Truck,0,0,14,744,48,8743,166,0,0,0,19,0,0,9734
FARMINGTON,Heavy Truck,0,0,0,446,0,103,0,0,0,0,0,0,0,549
FARR WEST,Motorcycle - Standard,0,0,0,0,0,279,0,0,0,0,0,0,0,279
FARR WEST,Passenger - Low Speed,0,0,0,0,1,0,0,0,0,0,0,0,0,1
FARR WEST,Passenger - Standard,0,0,5,20,14,2281,48,0,0,0,9,0,0,2377
FARR WEST,Light Truck,0,0,1,625,3,2596,38,0,0,0,3,0,0,3266
FARR WEST,Heavy Truck,0,0,0,354,0,40,0,0,0,0,0,0,0,394
FAYETTE,Motorcycle - Standard,0,0,0,0,0,6,0,0,0,0,0,0,0,6
FAYETTE,Passenger - Standard,0,0,0,1,1,157,4,0,0,0,0,0,0,163
FAYETTE,Light Truck,0,0,0,37,0,172,1,0,0,0,0,0,0,210
FAYETTE,Heavy Truck,0,0,0,31,0,4,0,0,0,0,0,0,0,35
FERRON,Motorcycle - Standard,0,0,0,0,0,45,0,0,0,0,0,0,0,45
FERRON,Passenger - Standard,0,0,2,9,0,648,5,0,0,0,1,0,0,665
FERRON,Light Truck,0,0,1,270,0,833,2,0,0,0,0,0,0,1106
FERRON,Heavy Truck,0,0,0,29,0,13,0,0,0,0,0,0,0,42
FIELDING,Motorcycle - Standard,0,0,0,0,0,19,0,0,0,0,0,0,0,19
FIELDING,Passenger - Standard,0,0,1,4,0,375,5,0,0,0,3,0,0,388
FIELDING,Light Truck,0,0,0,170,0,427,3,0,0,0,0,0,0,600
FIELDING,Heavy Truck,0,0,0,69,0,5,0,0,0,0,0,0,0,74
FILLMORE,Motorcycle - Standard,0,0,0,0,0,75,0,0,0,0,0,0,0,75
FILLMORE,Passenger - Standard,0,0,4,21,2,1410,24,0,0,0,1,0,0,1462
FILLMORE,Light Truck,0,0,5,397,0,1809,6,0,0,0,2,0,0,2219
FILLMORE,Heavy Truck,0,0,0,184,0,28,0,0,0,0,0,0,0,212
FORT DUCHESNE,Motorcycle - Standard,0,0,0,0,0,54,0,0,0,0,0,0,0,54
FORT DUCHESNE,Passenger - Standard,0,0,1,1,0,577,2,0,0,0,1,0,0,582
FORT DUCHESNE,Light Truck,0,0,1,205,0,1029,4,0,0,0,0,1,0,1240
FORT DUCHESNE,Heavy Truck,0,0,0,138,0,19,0,0,0,0,0,0,0,157
FOUNTAIN GREEN,Motorcycle - Standard,0,0,0,0,0,32,0,0,0,0,0,0,0,32
FOUNTAIN GREEN,Passenger - Standard,0,0,5,13,1,639,13,0,0,0,0,0,0,671
FOUNTAIN GREEN,Light Truck,0,0,1,227,0,654,5,0,0,0,0,0,0,887
FOUNTAIN GREEN,Heavy Truck,0,0,0,58,0,17,0,0,0,0,0,0,0,75
FRANCIS,Motorcycle - Standard,0,0,0,0,0,51,0,0,0,0,0,0,0,51
FRANCIS,Passenger - Standard,0,0,1,5,2,376,6,0,0,0,1,0,0,391
FRANCIS,Light Truck,0,0,0,186,1,648,12,0,0,0,2,0,0,849
FRANCIS,Heavy Truck,0,0,0,35,0,9,0,0,0,0,0,0,0,44
FREMONT,Motorcycle - Standard,0,0,0,0,0,9,0,0,0,0,0,0,0,9
FREMONT,Passenger - Standard,0,0,0,1,0,111,2,0,0,0,0,0,0,114
FREMONT,Light Truck,0,0,0,69,0,195,0,0,0,0,0,0,0,264
FREMONT,Heavy Truck,0,0,0,5,0,0,0,0,0,0,0,0,0,5
FRUIT HEIGHTS,Motorcycle - Standard,0,0,0,0,1,184,0,0,0,0,0,0,0,185
FRUIT HEIGHTS,Passenger - Standard,0,0,10,15,43,1982,76,0,0,0,11,0,0,2137
FRUIT HEIGHTS,Light Truck,0,0,6,158,20,2208,40,0,0,0,7,0,0,2439
FRUIT HEIGHTS,Heavy Truck,0,0,1,16,0,27,0,0,0,0,0,0,0,44
FRUITLAND,Motorcycle - Standard,0,0,0,0,0,19,0,0,0,0,0,0,0,19
FRUITLAND,Passenger - Standard,0,0,0,12,1,416,3,0,0,0,0,0,0,432
FRUITLAND,Light Truck,0,0,0,251,0,601,1,0,0,0,0,0,0,853
FRUITLAND,Heavy Truck,0,0,0,66,0,11,0,0,0,0,0,0,0,77
GARDEN CITY,Motorcycle - Standard,0,0,0,0,0,82,0,0,0,0,0,0,0,82
GARDEN CITY,Passenger - Standard,0,0,2,11,2,465,15,0,0,1,4,0,0,500
GARDEN CITY,Light Truck,0,0,3,257,1,728,5,0,0,0,0,0,0,994
GARDEN CITY,Heavy Truck,0,0,0,64,0,20,0,0,0,0,0,0,0,84
GARLAND,Motorcycle - Standard,0,0,0,0,1,129,0,0,0,0,0,0,0,130
GARLAND,Passenger - Standard,0,0,2,26,5,1743,38,0,0,0,9,0,0,1823
GARLAND,Light Truck,0,0,4,541,1,1793,12,0,0,0,0,0,0,2351
GARLAND,Heavy Truck,0,0,0,172,0,25,0,0,0,0,0,0,0,197
GENOLA,Motorcycle - Standard,0,0,0,0,0,38,0,0,0,0,0,0,0,38
GENOLA,Passenger - Standard,0,0,3,9,2,487,7,0,0,0,2,0,0,510
GENOLA,Light Truck,0,0,4,204,1,601,3,0,0,0,0,0,0,813
GENOLA,Heavy Truck,0,0,0,82,0,8,0,0,0,0,0,0,0,90
GLENDALE,Motorcycle - Standard,0,0,0,0,0,1,0,0,0,0,0,0,0,1
GLENDALE,Passenger - Standard,0,0,0,3,0,139,4,0,0,0,0,0,0,146
GLENDALE,Light Truck,0,0,0,92,0,244,2,0,0,0,0,0,0,338
GLENDALE,Heavy Truck,0,0,0,17,0,3,0,0,0,0,0,0,0,20
GLENWOOD,Motorcycle - Standard,0,0,0,0,0,24,0,0,0,0,0,0,0,24
GLENWOOD,Passenger - Standard,0,0,2,7,0,211,6,0,0,0,0,0,0,226
GLENWOOD,Light Truck,0,0,1,116,1,332,3,0,0,0,0,0,0,453
GLENWOOD,Heavy Truck,0,0,0,19,0,4,0,0,0,0,0,0,0,23
GOSHEN,Motorcycle - Standard,0,0,0,0,0,13,0,0,0,0,0,0,0,13
GOSHEN,Passenger - Standard,0,0,2,4,0,401,6,0,0,0,1,0,0,414
GOSHEN,Light Truck,0,0,0,114,1,382,0,0,0,0,0,0,0,497
GOSHEN,Heavy Truck,0,0,0,38,0,8,0,0,0,0,0,0,0,46
GRANTSVILLE,Motorcycle - Standard,0,0,0,0,1,459,0,0,0,0,0,0,0,460
GRANTSVILLE,Passenger - Standard,0,0,12,93,21,6141,131,0,0,0,14,0,0,6412
GRANTSVILLE,Light Truck,0,0,7,1771,8,5685,36,0,0,0,3,1,0,7511
GRANTSVILLE,Heavy Truck,0,0,0,264,0,89,0,0,0,0,0,0,0,353
GREEN RIVER,Motorcycle - Standard,0,0,0,0,0,15,0,0,0,0,0,0,0,15
GREEN RIVER,Passenger - Standard,0,0,0,6,0,407,10,0,0,0,3,0,0,426
GREEN RIVER,Light Truck,0,0,0,167,0,537,3,0,0,0,0,0,0,707
GREEN RIVER,Heavy Truck,0,0,0,59,0,7,0,0,0,0,0,0,0,66
GREENVILLE,Motorcycle - Standard,0,0,0,0,0,3,0,0,0,0,0,0,0,3
GREENVILLE,Passenger - Standard,0,0,0,3,0,53,0,0,0,0,0,0,0,56
GREENVILLE,Light Truck,0,0,0,35,0,82,2,0,0,0,0,0,0,119
GREENVILLE,Heavy Truck,0,0,0,4,0,1,0,0,0,0,0,0,0,5
GUNNISON,Motorcycle - Standard,0,0,0,0,1,42,0,0,0,0,0,0,0,43
GUNNISON,Passenger - Standard,0,0,1,9,1,789,13,0,0,0,0,0,0,813
GUNNISON,Light Truck,0,0,1,244,0,1094,1,0,0,0,0,0,0,1340
GUNNISON,Heavy Truck,0,0,0,85,0,12,0,0,0,0,0,0,0,97
HANKSVILLE,Motorcycle - Standard,0,0,0,0,0,9,0,0,0,0,0,0,0,9
HANKSVILLE,Passenger - Standard,0,0,0,0,0,93,0,0,0,0,0,0,0,93
HANKSVILLE,Light Truck,0,0,0,41,0,130,1,0,0,0,0,0,0,172
HANKSVILLE,Heavy Truck,0,0,0,19,0,0,0,0,0,0,0,0,0,19
HANNA,Motorcycle - Standard,0,0,0,0,0,3,0,0,0,0,0,0,0,3
HANNA,Passenger - Standard,0,0,0,1,0,107,1,0,0,0,0,0,0,109
HANNA,Light Truck,0,0,0,59,0,130,1,0,0,0,0,0,0,190
HANNA,Heavy Truck,0,0,0,8,0,1,0,0,0,0,0,0,0,9
HARRISVILLE,Motorcycle - Standard,0,0,0,0,1,168,0,0,0,0,0,0,0,169
HARRISVILLE,Passenger - Standard,0,0,4,14,9,1728,37,0,0,0,2,0,0,1794
HARRISVILLE,Light Truck,0,0,5,305,1,1768,25,0,0,0,0,1,0,2105
HARRISVILLE,Heavy Truck,0,0,0,51,0,28,0,0,0,0,0,0,0,79
HATCH,Motorcycle - Standard,0,0,0,0,0,19,0,0,0,0,0,0,0,19
HATCH,Passenger - Standard,0,0,0,1,0,103,0,0,0,0,1,0,0,105
HATCH,Light Truck,0,0,0,75,0,287,1,0,0,0,0,0,0,363
HATCH,Heavy Truck,0,0,0,41,0,3,0,0,0,0,0,0,0,44
HEBER,Passenger - Standard,0,0,0,1,0,5,0,0,0,0,0,0,0,6
HEBER,Light Truck,0,0,0,3,0,10,1,0,0,0,0,0,0,14
HEBER,Heavy Truck,0,0,0,0,0,1,0,0,0,0,0,0,0,1
HELPER,Motorcycle - Standard,0,0,0,0,0,130,0,0,0,0,0,0,0,130
HELPER,Passenger - Standard,0,0,7,15,0,1780,25,0,0,0,6,0,0,1833
HELPER,Light Truck,0,0,5,486,0,2101,8,0,0,0,1,0,0,2601
HELPER,Heavy Truck,0,0,0,117,0,31,0,0,0,0,0,0,0,148
HENEFER,Motorcycle - Standard,0,0,0,0,0,40,0,0,0,0,0,0,0,40
HENEFER,Passenger - Standard,0,0,1,10,0,460,19,0,0,0,3,0,0,493
HENEFER,Light Truck,0,0,0,224,0,617,8,0,0,0,1,0,0,850
HENEFER,Heavy Truck,0,0,0,73,0,5,0,0,0,0,0,0,0,78
HENRIEVILLE,Motorcycle - Standard,0,0,0,0,0,4,0,0,0,0,0,0,0,4
HENRIEVILLE,Passenger - Standard,0,0,0,1,0,94,3,0,0,0,0,0,0,98
HENRIEVILLE,Light Truck,0,0,0,37,0,119,2,0,0,0,0,0,0,158
HENRIEVILLE,Heavy Truck,0,0,0,2,0,1,0,0,0,0,0,0,0,3
HERRIMAN,Motorcycle - Standard,0,0,0,0,3,1317,0,0,0,0,0,0,0,1320
HERRIMAN,Passenger - Standard,0,0,26,125,233,15534,535,0,0,0,78,0,0,16531
HERRIMAN,Light Truck,0,0,15,2108,92,18163,308,0,0,0,37,1,0,20724
HERRIMAN,Heavy Truck,0,0,0,443,0,181,0,0,0,0,0,0,0,624
HIDEOUT,Motorcycle - Standard,0,0,0,0,0,21,0,0,0,0,0,0,0,21
HIDEOUT,Passenger - Standard,0,0,0,3,4,270,3,0,0,0,1,0,0,281
HIDEOUT,Light Truck,0,0,0,26,8,541,15,0,0,0,4,0,0,594
HIDEOUT,Heavy Truck,0,0,0,3,0,1,0,0,0,0,0,0,0,4
HIGHLAND,Motorcycle - Standard,0,0,0,0,2,504,0,0,0,1,0,0,0,507
HIGHLAND,Passenger - Standard,0,0,18,69,151,6040,265,0,0,0,38,0,0,6581
HIGHLAND,Light Truck,0,0,8,821,74,7394,162,0,0,0,24,0,0,8483
HIGHLAND,Heavy Truck,0,0,0,255,0,59,0,0,0,0,0,0,0,314
HILDALE,Motorcycle - Standard,0,0,0,0,0,10,0,0,0,0,0,0,0,10
HILDALE,Passenger - Standard,0,0,0,8,3,433,25,0,0,0,0,0,0,469
HILDALE,Light Truck,0,0,0,224,1,542,7,0,0,0,0,0,0,774
HILDALE,Heavy Truck,0,0,0,106,0,4,0,0,0,0,0,0,0,110
HILL AIR FORCE BASE,Motorcycle - Standard,0,0,0,0,0,75,0,0,0,0,0,0,0,75
HILL AIR FORCE BASE,Passenger - Standard,0,0,1,10,4,712,15,0,0,0,1,0,0,743
HILL AIR FORCE BASE,Light Truck,0,0,0,53,0,1071,17,0,0,0,3,0,0,1144
HILL AIR FORCE BASE,Heavy Truck,0,0,0,34,0,10,0,0,0,0,0,0,0,44
HINCKLEY,Motorcycle - Standard,0,0,0,0,0,9,0,0,0,0,0,0,0,9
HINCKLEY,Passenger - Standard,0,0,1,4,0,357,1,0,0,0,0,0,0,363
HINCKLEY,Light Truck,0,0,0,145,0,418,0,0,0,0,0,0,0,563
HINCKLEY,Heavy Truck,0,0,0,21,0,2,0,0,0,0,0,0,0,23
HOLDEN,Motorcycle - Standard,0,0,0,0,0,10,0,0,0,0,0,0,0,10
HOLDEN,Passenger - Standard,0,0,0,6,0,225,5,0,0,0,1,0,0,237
HOLDEN,Light Truck,0,0,0,80,0,304,2,0,0,0,0,0,0,386
HOLDEN,Heavy Truck,0,0,0,20,0,8,0,0,0,0,0,0,0,28
HOLLADAY,Motorcycle - Standard,0,0,0,0,1,432,0,0,0,0,0,0,0,433
HOLLADAY,Passenger - Standard,0,0,10,51,160,4984,213,0,0,0,33,0,0,5451
HOLLADAY,Light Truck,0,0,3,360,85,5918,152,0,0,0,32,0,0,6550
HOLLADAY,Heavy Truck,0,0,0,55,0,33,0,0,0,0,0,0,0,88
HONEYVILLE,Motorcycle - Standard,0,0,0,0,0,42,0,0,0,0,0,0,0,42
HONEYVILLE,Passenger - Standard,0,0,1,12,3,581,17,0,0,0,3,0,0,617
HONEYVILLE,Light Truck,0,0,2,232,0,543,5,0,0,0,0,0,0,782
HONEYVILLE,Heavy Truck,0,0,0,49,0,9,0,0,0,0,0,0,0,58
HOOPER,Motorcycle - Standard,0,0,0,0,0,309,0,0,0,0,0,0,0,309
HOOPER,Passenger - Standard,0,1,14,54,17,3419,73,0,0,1,9,0,0,3588
HOOPER,Light Truck,0,0,8,1139,5,3677,48,0,0,0,5,0,0,4882
HOOPER,Heavy Truck,0,0,0,189,0,74,0,0,0,0,0,0,0,263
HOWELL,Motorcycle - Standard,0,0,0,0,0,7,0,0,0,0,0,0,0,7
HOWELL,Passenger - Standard,0,0,0,3,0,112,5,0,0,0,0,0,0,120
HOWELL,Light Truck,0,0,1,58,0,109,2,0,0,0,0,0,0,170
HOWELL,Heavy Truck,0,0,0,13,0,3,0,0,0,0,0,0,0,16
HUNTINGTON,Motorcycle - Standard,0,0,0,0,0,43,0,0,0,0,0,0,0,43
HUNTINGTON,Passenger - Standard,0,0,3,20,0,1051,10,0,0,0,1,0,0,1085
HUNTINGTON,Light Truck,0,0,2,409,0,1346,5,0,0,0,0,0,0,1762
HUNTINGTON,Heavy Truck,0,0,0,236,0,28,0,0,0,0,0,0,0,264
HUNTSVILLE,Motorcycle - Standard,0,0,0,0,2,179,0,0,0,0,0,0,0,181
HUNTSVILLE,Passenger - Standard,0,0,5,20,8,843,24,0,0,0,3,0,0,903
HUNTSVILLE,Light Truck,0,0,2,300,10,1371,22,0,0,0,1,0,0,1706
HUNTSVILLE,Heavy Truck,0,0,0,66,0,25,0,0,0,0,0,0,0,91
HURRICANE,Motorcycle - Standard,0,0,0,0,2,934,0,0,0,3,0,0,0,939
HURRICANE,Passenger - Low Speed,0,0,0,0,1,0,0,0,0,0,0,0,0,1
HURRICANE,Passenger - Standard,0,0,27,188,40,7965,353,1,0,0,30,0,0,8604
HURRICANE,Light Truck,0,0,38,1952,26,10079,117,0,1,0,12,1,0,12226
HURRICANE,Heavy Truck,0,0,3,709,0,225,1,0,0,0,0,1,0,939
HYDE PARK,Motorcycle - Standard,0,0,0,0,0,205,0,0,0,1,0,0,0,206
HYDE PARK,Passenger - Standard,0,0,4,17,8,1732,57,0,0,0,7,0,0,1825
HYDE PARK,Light Truck,0,0,4,258,6,2391,51,0,0,0,4,0,0,2714
HYDE PARK,Heavy Truck,0,0,0,90,0,28,0,0,0,0,0,0,0,118
HYRUM,Motorcycle - Standard,0,0,0,0,0,294,0,0,0,0,0,0,0,294
HYRUM,Passenger - Standard,0,0,5,33,14,3284,91,0,0,0,15,0,0,3442
HYRUM,Light Truck,0,0,5,480,6,3826,42,0,0,0,4,0,0,4363
HYRUM,Heavy Truck,0,0,2,119,0,27,0,0,0,0,0,0,0,148
INDIANOLA,Motorcycle - Standard,0,0,0,0,0,4,0,0,0,0,0,0,0,4
INDIANOLA,Passenger - Standard,0,0,0,2,1,60,0,0,0,0,1,0,0,64
INDIANOLA,Light Truck,0,0,0,33,0,74,0,0,0,0,0,0,0,107
INDIANOLA,Heavy Truck,0,0,0,2,0,1,0,0,0,0,0,0,0,3
IVINS,Motorcycle - Standard,0,0,0,0,1,395,0,0,0,0,0,0,0,396
IVINS,Passenger - Low Speed,0,0,0,0,0,1,0,0,0,0,0,0,0,1
IVINS,Passenger - Standard,0,0,13,65,33,3655,195,0,0,0,19,0,0,3980
IVINS,Light Truck,0,0,12,554,21,4443,104,0,0,0,14,0,0,5148
IVINS,Heavy Truck,0,0,1,137,0,59,0,0,0,0,0,0,0,197
JENSEN,Motorcycle - Standard,0,0,0,0,0,29,0,0,0,0,0,0,0,29
JENSEN,Passenger - Standard,0,0,0,1,0,229,4,0,0,0,0,0,0,234
JENSEN,Light Truck,0,0,0,197,0,474,2,0,0,0,0,0,0,673
JENSEN,Heavy Truck,0,0,0,37,0,5,0,0,0,0,0,0,0,42
JOSEPH,Motorcycle - Standard,0,0,0,0,0,22,0,0,0,0,0,0,0,22
JOSEPH,Passenger - Standard,0,0,2,1,0,224,2,0,0,0,1,0,0,230
JOSEPH,Light Truck,0,0,1,78,0,243,0,0,0,0,1,0,0,323
JOSEPH,Heavy Truck,0,0,0,9,0,8,0,0,0,0,0,0,0,17
JUNCTION,Motorcycle - Standard,0,0,0,0,0,4,0,0,0,0,0,0,0,4
JUNCTION,Passenger - Standard,0,0,0,2,0,114,2,0,0,0,0,0,0,118
JUNCTION,Light Truck,0,0,1,54,0,126,0,0,0,0,0,0,0,181
JUNCTION,Heavy Truck,0,0,0,45,0,6,0,0,0,0,0,0,0,51
KAMAS,Motorcycle - Standard,0,0,0,0,3,314,0,0,0,0,0,0,0,317
KAMAS,Passenger - Low Speed,0,0,0,0,1,0,0,0,0,0,0,0,0,1
KAMAS,Passenger - Standard,0,0,5,42,32,2419,66,0,1,0,7,0,0,2572
KAMAS,Light Truck,0,0,7,941,16,4186,84,0,0,0,15,0,0,5249
KAMAS,Heavy Truck,0,0,0,235,0,45,0,0,0,0,0,0,0,280
KANAB,Motorcycle - Standard,0,0,0,0,0,223,0,0,0,0,0,0,0,223
KANAB,Passenger - Low Speed,0,0,0,0,1,0,0,0,0,0,0,0,0,1
KANAB,Passenger - Standard,0,0,1,53,6,1920,66,0,0,0,1,0,0,2047
KANAB,Light Truck,0,0,3,622,2,3754,24,0,0,0,1,0,0,4406
KANAB,Heavy Truck,0,0,0,256,0,66,0,0,0,0,0,0,0,322
KANARRAVILLE,Motorcycle - Standard,0,0,0,0,0,15,0,0,0,0,0,0,0,15
KANARRAVILLE,Passenger - Standard,0,0,0,3,1,163,2,0,0,0,1,0,0,170
KANARRAVILLE,Light Truck,0,0,1,103,0,300,2,0,0,0,0,0,0,406
KANARRAVILLE,Heavy Truck,0,0,0,24,0,5,0,0,0,0,0,0,0,29
KANOSH,Motorcycle - Standard,0,0,0,0,0,20,0,0,0,0,0,0,0,20
KANOSH,Passenger - Standard,0,0,3,4,0,280,5,0,0,0,1,0,0,293
KANOSH,Light Truck,0,0,1,107,0,353,2,0,0,0,0,0,0,463
KANOSH,Heavy Truck,0,0,0,22,0,6,0,0,0,0,0,0,0,28
KAYSVILLE,Motorcycle - Standard,0,0,0,0,0,888,0,0,0,1,0,0,0,889
KAYSVILLE,Passenger - Low Speed,0,0,0,0,1,1,0,0,0,0,0,0,0,2
KAYSVILLE,Passenger - Standard,0,0,50,137,138,11314,423,0,0,0,65,0,0,12127
KAYSVILLE,Light Truck,0,0,9,1095,56,11879,244,0,0,0,22,0,0,13305
KAYSVILLE,Heavy Truck,0,0,2,273,0,138,0,0,0,0,0,0,0,413
KEARNS,Motorcycle - Standard,0,0,0,0,0,497,0,0,0,1,0,0,0,498
KEARNS,Passenger - Standard,0,0,19,31,26,8047,144,0,0,0,12,0,0,8279
KEARNS,Light Truck,0,0,11,589,1,6858,48,0,0,0,3,1,0,7511
KEARNS,Heavy Truck,0,0,0,167,0,68,0,0,0,0,0,0,0,235
KENILWORTH,Motorcycle - Standard,0,0,0,0,0,12,0,0,0,0,0,0,0,12
KENILWORTH,Passenger - Standard,0,0,0,3,0,81,3,0,0,0,0,0,0,87
KENILWORTH,Light Truck,0,0,0,15,0,112,1,0,0,0,0,0,0,128
KENILWORTH,Heavy Truck,0,0,0,2,0,1,0,0,0,0,0,0,0,3
KINGSTON,Motorcycle - Standard,0,0,0,0,0,4,0,0,0,0,0,0,0,4
KINGSTON,Passenger - Standard,0,0,0,1,0,62,0,0,0,0,0,0,0,63
KINGSTON,Light Truck,0,0,0,45,0,82,0,0,0,0,0,0,0,127
KINGSTON,Heavy Truck,0,0,0,11,0,0,0,0,0,0,0,0,0,11
KOOSHAREM,Motorcycle - Standard,0,0,0,0,0,13,0,0,0,0,0,0,0,13
KOOSHAREM,Passenger - Standard,0,0,0,4,0,130,1,0,0,0,0,0,0,135
KOOSHAREM,Light Truck,0,0,0,57,0,191,0,0,0,0,0,0,0,248
KOOSHAREM,Heavy Truck,0,0,0,14,0,8,0,0,0,0,0,0,0,22
LA SAL,Motorcycle - Standard,0,0,0,0,0,27,0,0,0,0,0,0,0,27
LA SAL,Passenger - Standard,0,0,0,5,0,164,5,0,0,0,3,0,0,177
LA SAL,Light Truck,0,0,1,103,0,343,3,0,0,0,0,0,0,450
LA SAL,Heavy Truck,0,0,0,17,0,0,0,0,0,0,0,0,0,17
LA VERKIN,Motorcycle - Standard,0,0,0,0,0,180,0,0,0,0,0,0,0,180
LA VERKIN,Passenger - Standard,0,0,12,28,6,1690,64,0,0,0,5,0,0,1805
LA VERKIN,Light Truck,0,0,7,321,2,1923,15,0,0,0,0,0,0,2268
LA VERKIN,Heavy Truck,0,0,0,67,0,26,0,0,0,0,0,0,0,93
LAKE POINT,Motorcycle - Standard,0,0,0,0,0,76,0,0,0,0,0,0,0,76
LAKE POINT,Passenger - Standard,0,0,4,15,8,919,40,0,0,0,1,0,0,987
LAKE POINT,Light Truck,0,0,2,315,2,1102,14,0,0,0,3,0,0,1438
LAKE POINT,Heavy Truck,0,0,0,82,0,27,0,0,0,0,0,0,0,109
LAKETOWN,Motorcycle - Standard,0,0,0,0,0,7,0,0,0,0,0,0,0,7
LAKETOWN,Passenger - Standard,0,0,0,1,2,201,3,0,0,0,0,0,0,207
LAKETOWN,Light Truck,0,0,0,114,0,280,4,0,0,0,1,0,0,399
LAKETOWN,Heavy Truck,0,0,0,25,0,9,0,0,0,0,0,0,0,34
LAPOINT,Motorcycle - Standard,0,0,0,0,0,24,0,0,0,0,0,0,0,24
LAPOINT,Passenger - Standard,0,0,0,2,0,295,2,0,0,0,0,0,0,299
LAPOINT,Light Truck,0,0,0,207,0,522,0,0,0,0,0,0,0,729
LAPOINT,Heavy Truck,0,0,0,56,0,5,0,0,0,0,0,0,0,61
LAYTON,Motorcycle - Standard,0,0,0,0,3,2003,0,0,0,1,0,0,0,2007
LAYTON,Passenger - Standard,0,0,70,237,242,28005,891,0,0,1,112,0,0,29558
LAYTON,Light Truck,0,0,31,2372,78,27350,426,0,0,0,37,0,0,30294
LAYTON,Heavy Truck,0,0,1,643,0,348,0,0,0,0,0,1,0,993
LEAMINGTON,Motorcycle - Standard,0,0,0,0,0,7,0,0,0,0,0,0,0,7
LEAMINGTON,Passenger - Standard,0,0,0,4,0,136,0,0,0,0,1,0,0,141
LEAMINGTON,Light Truck,0,0,0,75,0,134,0,0,0,0,0,0,0,209
LEAMINGTON,Heavy Truck,0,0,0,11,0,2,0,0,0,0,0,0,0,13
LEEDS,Motorcycle - Standard,0,0,0,0,0,79,0,0,0,0,0,0,0,79
LEEDS,Passenger - Standard,0,0,4,21,7,576,26,0,0,0,2,0,0,636
LEEDS,Light Truck,0,0,2,214,1,655,11,0,0,0,1,0,0,884
LEEDS,Heavy Truck,0,0,0,24,0,19,0,0,0,0,0,0,0,43
LEHI,Motorcycle - Standard,0,0,0,0,5,1455,0,0,0,0,0,0,0,1460
LEHI,Passenger - Standard,0,0,51,193,399,21056,796,0,2,0,133,0,0,22630
LEHI,Light Truck,0,0,31,2436,213,24959,412,0,0,0,52,0,0,28103
LEHI,Heavy Truck,0,0,2,1117,0,211,0,0,0,0,0,1,0,1331
LEVAN,Motorcycle - Standard,0,0,0,0,0,32,0,0,0,0,0,0,0,32
LEVAN,Passenger - Standard,0,0,0,11,1,489,12,0,0,0,0,0,0,513
