City,Alcohol,Butane,Compressed Natural Gas,Diesel,Electric,Gasoline,Hybrid,Hydrogen,Liquefied Natural Gas,Other,Plug-in Hybrid,Propane,Steam,TOTAL,Year
HERRIMAN,0,0,0,0,2,1304,0,0,0,1,0,0,0,1307,2023
HERRIMAN,0,0,26,113,327,16173,613,0,0,0,91,0,0,17343,2023
HERRIMAN,0,0,12,2155,229,19766,439,0,0,0,82,1,0,22684,2023
HERRIMAN,0,0,0,442,0,182,0,0,0,0,0,0,0,624,2023
HIDEOUT,0,0,0,0,0,18,0,0,0,0,0,0,0,18,2023
HIDEOUT,0,0,0,3,9,286,4,0,0,0,1,0,0,303,2023
HIDEOUT,0,0,0,29,16,637,20,0,0,0,9,0,0,711,2023
HIDEOUT,0,0,0,6,0,1,0,0,0,0,0,0,0,7,2023
HIGHLAND,0,0,0,0,2,570,0,0,0,1,0,0,0,573,2023
HIGHLAND,0,0,19,56,198,5701,276,0,0,0,41,0,0,6291,2023
HIGHLAND,0,0,9,843,148,7789,247,0,0,0,43,0,0,9079,2023
HIGHLAND,0,0,0,251,0,51,0,0,0,0,0,0,0,302,2023
HILDALE,0,0,0,0,0,18,0,0,0,0,0,0,0,18,2023
HILDALE,0,0,1,11,2,445,23,0,0,0,0,0,0,482,2023
HILDALE,0,0,1,251,1,595,13,0,0,0,1,0,0,862,2023
HILDALE,0,0,0,138,0,6,0,0,0,0,0,0,0,144,2023
HILL AIR FORCE BASE,0,0,0,0,0,84,0,0,0,0,0,0,0,84,2023
HILL AIR FORCE BASE,0,0,1,8,3,683,16,0,0,0,2,0,0,713,2023
HILL AIR FORCE BASE,0,0,0,46,3,1076,16,0,0,0,5,0,0,1146,2023
HILL AIR FORCE BASE,0,0,0,33,0,11,0,0,0,0,0,0,0,44,2023
HINCKLEY,0,0,0,0,0,15,0,0,0,0,0,0,0,15,2023
HINCKLEY,0,0,1,7,0,371,2,0,0,0,0,0,0,381,2023
HINCKLEY,0,0,0,152,0,447,0,0,0,0,1,0,0,600,2023
HINCKLEY,0,0,0,23,0,6,0,0,0,0,0,0,0,29,2023
HOLDEN,0,0,0,0,0,9,0,0,0,0,0,0,0,9,2023
HOLDEN,0,0,0,8,0,219,6,0,0,0,1,0,0,234,2023
HOLDEN,0,0,0,93,0,328,3,0,0,0,0,0,0,424,2023
HOLDEN,0,0,0,26,0,8,0,0,0,0,0,0,0,34,2023
HOLLADAY,0,0,0,0,2,443,0,0,0,0,0,0,0,445,2023
HOLLADAY,0,0,8,51,191,4642,202,0,0,0,37,0,0,5131,2023
HOLLADAY,0,0,5,397,189,6328,228,0,0,0,64,0,0,7211,2023
HOLLADAY,0,0,0,45,0,34,0,0,0,0,0,0,0,79,2023
HONEYVILLE,0,0,0,0,0,52,0,0,0,0,0,0,0,52,2023
HONEYVILLE,0,0,1,15,3,564,21,0,0,0,3,0,0,607,2023
HONEYVILLE,0,0,3,240,0,565,6,0,0,0,0,0,0,814,2023
HONEYVILLE,0,0,0,52,0,5,0,0,0,0,0,0,0,57,2023
HOOPER,0,0,0,0,0,322,0,0,0,0,0,0,0,322,2023
HOOPER,0,1,7,46,28,3340,75,0,0,1,12,0,0,3510,2023
HOOPER,0,0,3,1151,16,3865,66,0,0,0,8,0,0,5109,2023
HOOPER,0,0,0,205,0,72,0,0,0,0,0,1,0,278,2023
HOWELL,0,0,0,0,0,10,0,0,0,0,0,0,0,10,2023
HOWELL,0,0,1,4,0,108,4,0,0,0,0,0,0,117,2023
HOWELL,0,0,1,71,0,111,2,0,0,0,0,0,0,185,2023
HOWELL,0,0,0,14,0,2,0,0,0,0,0,0,0,16,2023
HUNTINGTON,0,0,0,0,0,55,0,0,0,0,0,0,0,55,2023
HUNTINGTON,0,0,3,19,0,1073,10,0,0,0,0,0,0,1105,2023
HUNTINGTON,0,0,2,422,0,1417,6,0,0,0,1,0,0,1848,2023
HUNTINGTON,0,0,0,243,0,30,0,0,0,0,0,0,0,273,2023
HUNTSVILLE,0,0,0,0,2,204,0,0,0,0,0,0,0,206,2023
HUNTSVILLE,0,0,6,18,13,816,23,0,0,1,4,0,0,881,2023
HUNTSVILLE,0,0,1,330,25,1427,28,0,0,0,0,0,0,1811,2023
HUNTSVILLE,0,0,0,60,0,16,0,0,0,0,0,0,0,76,2023
HURRICANE,0,0,0,0,3,1072,0,0,0,2,0,0,0,1077,2023
HURRICANE,0,0,23,185,66,8064,364,1,0,0,37,0,0,8740,2023
HURRICANE,0,0,34,2113,55,10945,164,0,0,0,22,1,0,13334,2023
HURRICANE,0,0,1,702,0,231,1,0,0,0,0,4,0,939,2023
HYDE PARK,0,0,0,0,0,213,0,0,0,1,0,0,0,214,2023
HYDE PARK,0,0,4,17,21,1705,57,0,0,0,11,0,0,1815,2023
HYDE PARK,0,0,3,285,16,2525,70,0,0,0,11,0,0,2910,2023
HYDE PARK,0,0,0,101,0,34,0,0,0,0,0,0,0,135,2023
HYRUM,0,0,0,0,0,311,0,0,0,0,0,0,0,311,2023
HYRUM,0,0,2,35,20,3281,102,0,0,0,18,0,0,3458,2023
HYRUM,0,0,2,485,15,4190,53,0,0,0,5,0,0,4750,2023
HYRUM,0,0,1,127,0,27,0,0,0,0,0,0,0,155,2023
INDIANOLA,0,0,0,0,0,4,0,0,0,0,0,0,0,4,2023
INDIANOLA,0,0,1,4,1,68,0,0,0,0,1,0,0,75,2023
INDIANOLA,0,0,0,38,0,85,0,0,0,0,0,0,0,123,2023
INDIANOLA,0,0,0,5,0,2,0,0,0,0,0,0,0,7,2023
IVINS,0,0,0,0,3,428,0,0,0,1,0,0,0,432,2023
IVINS,0,0,13,59,52,3635,194,0,0,0,20,0,0,3973,2023
IVINS,0,0,11,599,34,4702,132,0,0,0,26,0,0,5504,2023
IVINS,0,0,1,150,0,57,0,0,0,0,0,0,0,208,2023
JENSEN,0,0,0,0,0,29,0,0,0,0,0,0,0,29,2023
JENSEN,0,0,1,1,0,234,3,0,0,0,0,0,0,239,2023
JENSEN,0,0,0,202,0,489,2,0,0,0,0,0,0,693,2023
JENSEN,0,0,0,37,0,4,0,0,0,0,0,0,0,41,2023
JOSEPH,0,0,0,0,0,23,0,0,0,0,0,0,0,23,2023
JOSEPH,0,0,2,1,0,214,0,0,0,0,1,0,0,218,2023
JOSEPH,0,0,1,78,0,258,0,0,0,0,2,0,0,339,2023
JOSEPH,0,0,0,11,0,8,0,0,0,0,0,0,0,19,2023
JUNCTION,0,0,0,0,0,5,0,0,0,0,0,0,0,5,2023
JUNCTION,0,0,0,0,0,122,2,0,0,0,0,0,0,124,2023
JUNCTION,0,0,1,56,0,126,0,0,0,0,0,0,0,183,2023
JUNCTION,0,0,0,50,0,5,0,0,0,0,0,0,0,55,2023
KAMAS,0,0,0,0,1,312,0,0,0,0,0,0,0,313,2023
KAMAS,0,0,4,42,37,2322,61,0,1,0,9,0,0,2476,2023
KAMAS,0,0,3,966,44,4470,111,0,0,0,22,0,0,5616,2023
KAMAS,0,0,0,265,0,46,0,0,0,0,0,0,0,311,2023
KANAB,0,0,0,0,0,253,0,0,0,0,0,0,0,253,2023
KANAB,0,0,2,61,12,1918,70,0,0,0,6,0,0,2069,2023
KANAB,0,0,3,677,7,4002,38,0,0,0,8,0,0,4735,2023
KANAB,0,0,0,260,0,66,0,0,0,0,0,0,0,326,2023
KANARRAVILLE,0,0,0,0,0,12,0,0,0,0,0,0,0,12,2023
KANARRAVILLE,0,0,0,4,0,164,4,0,0,0,1,0,0,173,2023
KANARRAVILLE,0,0,1,103,0,324,1,0,0,0,0,0,0,429,2023
KANARRAVILLE,0,0,0,25,0,4,0,0,0,0,0,0,0,29,2023
KANOSH,0,0,0,0,0,24,0,0,0,0,0,0,0,24,2023
KANOSH,0,0,1,5,0,275,12,0,0,0,1,0,0,294,2023
KANOSH,0,0,1,120,2,380,2,0,0,0,0,0,0,505,2023
KANOSH,0,0,0,24,0,6,0,0,0,0,0,0,0,30,2023
KAYSVILLE,0,0,0,0,2,911,0,0,0,1,0,0,0,914,2023
KAYSVILLE,0,0,50,141,203,10765,435,0,0,0,71,0,0,11665,2023
KAYSVILLE,0,0,8,1137,142,12551,339,0,0,0,52,0,0,14229,2023
KAYSVILLE,0,0,1,266,0,127,0,0,0,0,0,0,0,394,2023
KEARNS,0,0,0,0,0,477,0,0,0,0,0,0,0,477,2023
KEARNS,0,0,15,29,38,7277,133,0,0,0,14,0,0,7506,2023
KEARNS,0,0,8,566,4,6790,59,0,0,0,6,0,0,7433,2023
KEARNS,0,0,0,151,0,63,0,0,0,0,0,0,0,214,2023
KENILWORTH,0,0,0,0,0,13,0,0,0,0,0,0,0,13,2023
KENILWORTH,0,0,0,3,0,81,3,0,0,0,0,0,0,87,2023
KENILWORTH,0,0,0,16,0,122,1,0,0,0,0,0,0,139,2023
KENILWORTH,0,0,0,1,0,2,0,0,0,0,0,0,0,3,2023
KINGSTON,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2023
KINGSTON,0,0,0,1,0,61,0,0,0,0,0,0,0,62,2023
KINGSTON,0,0,0,44,0,79,0,0,0,0,0,0,0,123,2023
KINGSTON,0,0,0,17,0,0,0,0,0,0,0,0,0,17,2023
KOOSHAREM,0,0,0,0,0,12,0,0,0,0,0,0,0,12,2023
KOOSHAREM,0,0,0,6,0,144,0,0,0,0,0,0,0,150,2023
KOOSHAREM,0,0,0,73,0,209,1,0,0,0,0,0,0,283,2023
KOOSHAREM,0,0,0,12,0,6,0,0,0,0,0,0,0,18,2023
LA SAL,0,0,0,0,0,27,0,0,0,0,0,0,0,27,2023
LA SAL,0,0,0,6,0,169,7,0,0,0,2,0,0,184,2023
LA SAL,0,0,1,112,1,365,3,0,0,0,0,0,0,482,2023
LA SAL,0,0,0,21,0,2,0,0,0,0,0,0,0,23,2023
LA VERKIN,0,0,0,0,0,176,0,0,0,0,0,0,0,176,2023
LA VERKIN,0,0,10,33,7,1640,70,0,0,0,6,0,0,1766,2023
LA VERKIN,0,0,5,350,5,1994,19,0,0,0,1,0,0,2374,2023
LA VERKIN,0,0,0,68,0,22,0,0,0,0,0,0,0,90,2023
LAKE POINT,0,0,0,0,0,97,0,0,0,0,0,0,0,97,2023
LAKE POINT,0,0,5,13,10,978,44,0,1,0,1,0,0,1052,2023
LAKE POINT,0,0,3,331,6,1185,21,0,0,0,4,0,0,1550,2023
LAKE POINT,0,0,0,80,0,31,0,0,0,0,0,0,0,111,2023
LAKETOWN,0,0,0,0,0,10,0,0,0,0,0,0,0,10,2023
LAKETOWN,0,0,1,4,1,219,2,0,0,0,0,0,0,227,2023
LAKETOWN,0,0,0,114,0,309,4,0,0,0,1,0,0,428,2023
LAKETOWN,0,0,0,27,0,8,0,0,0,0,0,0,0,35,2023
LAPOINT,0,0,0,0,0,26,0,0,0,0,0,0,0,26,2023
LAPOINT,0,0,0,3,0,293,2,0,0,0,1,0,0,299,2023
LAPOINT,0,0,0,214,0,539,0,0,0,0,0,0,0,753,2023
LAPOINT,0,0,0,67,0,4,0,0,0,0,0,0,0,71,2023
LAYTON,0,0,0,0,5,2161,0,0,0,0,0,0,0,2166,2023
LAYTON,0,0,68,221,332,26937,938,0,0,0,115,0,0,28611,2023
LAYTON,0,0,28,2396,182,28444,626,0,0,0,67,0,0,31743,2023
LAYTON,0,0,1,633,0,332,0,0,0,0,0,2,0,968,2023
LEAMINGTON,0,0,0,0,0,6,0,0,0,0,0,0,0,6,2023
LEAMINGTON,0,0,0,4,1,134,1,0,0,0,1,0,0,141,2023
LEAMINGTON,0,0,0,85,0,134,0,0,0,0,0,0,0,219,2023
LEAMINGTON,0,0,0,8,0,2,0,0,0,0,0,0,0,10,2023
LEEDS,0,0,0,0,0,72,0,0,0,0,0,0,0,72,2023
LEEDS,0,0,3,20,9,537,25,0,0,0,1,0,0,595,2023
LEEDS,0,0,4,219,1,709,15,0,0,0,2,0,0,950,2023
LEEDS,0,0,0,28,0,19,0,0,0,0,0,0,0,47,2023
LEHI,0,0,0,0,5,1501,0,0,0,0,0,0,0,1506,2023
LEHI,0,0,48,165,539,20737,841,0,2,0,156,0,0,22488,2023
LEHI,0,0,27,2511,450,26981,645,0,0,0,113,0,0,30727,2023
LEHI,0,0,2,1141,0,218,0,0,0,0,0,1,0,1362,2023
LEVAN,0,0,0,0,0,35,0,0,0,0,0,0,0,35,2023
LEVAN,0,0,0,11,1,478,12,0,0,0,0,0,0,502,2023
LEVAN,0,0,0,237,0,559,3,0,0,0,0,0,0,799,2023
LEVAN,0,0,0,44,0,13,0,0,0,0,0,0,0,57,2023
LEWISTON,0,0,0,0,0,66,0,0,0,0,0,0,0,66,2023
LEWISTON,0,0,0,19,1,668,25,0,0,0,3,0,0,716,2023
LEWISTON,0,0,0,201,0,848,10,0,0,0,0,0,0,1059,2023
LEWISTON,0,0,0,99,0,22,0,0,0,0,0,3,0,124,2023
LIBERTY,0,0,0,0,0,75,0,0,0,0,0,0,0,75,2023
LIBERTY,0,0,3,7,7,331,8,0,0,0,5,0,0,361,2023
LIBERTY,0,0,2,172,7,666,10,0,0,0,3,0,0,860,2023
LIBERTY,0,0,0,46,0,6,0,0,0,0,0,0,0,52,2023
LINDON,0,0,0,0,5,399,0,0,0,0,0,0,0,404,2023
LINDON,0,0,23,23,70,3816,181,0,0,0,20,0,0,4133,2023
LINDON,0,0,11,704,52,5283,129,0,0,0,13,0,0,6192,2023
LINDON,0,0,1,587,0,91,0,0,0,0,0,0,0,679,2023
LOA,0,0,0,0,0,12,0,0,0,0,0,0,0,12,2023
LOA,0,0,1,17,2,269,6,0,0,0,0,0,0,295,2023
LOA,0,0,4,257,0,526,2,0,0,0,0,0,0,789,2023
LOA,0,0,0,164,0,20,0,0,0,0,0,0,0,184,2023
LOGAN,0,0,0,0,7,1301,0,0,0,0,0,0,0,1308,2023
LOGAN,0,0,40,131,108,16384,561,0,0,0,89,0,0,17313,2023
LOGAN,0,0,22,1193,66,18100,381,0,0,0,39,0,0,19801,2023
LOGAN,0,0,12,1277,1,314,0,0,0,0,0,13,0,1617,2023
LYMAN,0,0,0,0,0,7,0,0,0,0,0,0,0,7,2023
LYMAN,0,0,1,3,0,103,3,0,0,0,0,0,0,110,2023
LYMAN,0,0,0,80,0,169,0,0,0,0,0,0,0,249,2023
LYMAN,0,0,0,20,0,1,0,0,0,0,0,0,0,21,2023
MAGNA,0,0,0,0,2,691,0,0,0,0,0,0,0,693,2023
MAGNA,0,0,15,39,38,10078,202,0,0,0,25,0,0,10397,2023
MAGNA,0,0,9,925,21,9612,100,0,0,0,5,0,0,10672,2023
MAGNA,0,0,0,355,0,98,0,0,0,0,0,0,0,453,2023
MANILA,0,0,0,0,0,47,0,0,0,0,0,0,0,47,2023
MANILA,0,0,0,2,0,501,7,0,0,0,1,0,0,511,2023
MANILA,0,0,5,379,0,799,5,0,0,0,0,0,0,1188,2023
MANILA,0,0,0,84,0,25,0,0,0,0,0,0,0,109,2023
MANTI,0,0,0,0,0,70,0,0,0,0,0,0,0,70,2023
MANTI,0,0,4,14,8,1644,43,0,0,0,3,0,0,1716,2023
MANTI,0,0,3,373,4,2004,14,0,0,0,2,0,0,2400,2023
MANTI,0,0,0,153,0,34,0,0,0,0,0,0,0,187,2023
MANTUA,0,0,0,0,0,52,0,0,0,0,0,0,0,52,2023
MANTUA,0,0,3,19,4,573,13,0,0,0,5,0,0,617,2023
MANTUA,0,0,1,177,4,624,16,0,0,0,1,1,0,824,2023
MANTUA,0,0,0,33,0,11,0,0,0,0,0,0,0,44,2023
MAPLETON,0,0,0,0,0,396,0,0,0,0,0,0,0,396,2023
MAPLETON,0,0,12,43,104,3729,165,0,0,0,19,0,0,4072,2023
MAPLETON,0,0,8,726,79,5233,140,0,0,0,21,1,0,6208,2023
MAPLETON,0,0,0,325,0,61,0,0,0,0,0,0,0,386,2023
MARRIOTT-SLATERVILLE,0,0,0,0,0,15,0,0,0,0,0,0,0,15,2023
MARRIOTT-SLATERVILLE,0,0,0,1,1,113,2,0,0,0,1,0,0,118,2023
MARRIOTT-SLATERVILLE,0,0,0,58,1,134,3,0,0,0,0,0,0,196,2023
MARRIOTT-SLATERVILLE,0,0,0,29,0,3,0,0,0,0,0,0,0,32,2023
MARYSVALE,0,0,0,0,0,37,0,0,0,0,0,0,0,37,2023
MARYSVALE,0,0,2,3,0,258,4,0,0,0,0,0,0,267,2023
MARYSVALE,0,0,0,129,0,383,1,0,0,0,1,0,0,514,2023
MARYSVALE,0,0,0,34,0,5,0,0,0,0,0,0,0,39,2023
MAYFIELD,0,0,0,0,0,24,0,0,0,0,0,0,0,24,2023
MAYFIELD,0,0,1,4,1,255,4,0,0,0,1,0,0,266,2023
MAYFIELD,0,0,1,126,0,446,1,0,0,0,0,0,0,574,2023
MAYFIELD,0,0,0,15,0,4,0,0,0,0,0,0,0,19,2023
MEADOW,0,0,0,0,0,7,0,0,0,0,0,0,0,7,2023
MEADOW,0,0,0,3,0,203,3,0,0,0,0,0,0,209,2023
MEADOW,0,0,0,58,0,232,2,0,0,0,0,0,0,292,2023
MEADOW,0,0,0,13,0,1,0,0,0,0,0,0,0,14,2023
MENDON,0,0,0,0,1,90,0,0,0,0,0,0,0,91,2023
MENDON,0,0,2,11,8,798,50,0,0,0,6,0,0,875,2023
MENDON,0,0,0,233,5,1077,20,0,0,0,3,0,0,1338,2023
MENDON,0,0,0,68,0,12,0,0,0,0,0,0,0,80,2023
MEXICAN HAT,0,0,0,0,0,3,0,0,0,0,0,0,0,3,2023
MEXICAN HAT,0,0,0,0,0,69,1,0,0,0,0,0,0,70,2023
MEXICAN HAT,0,0,0,21,0,132,0,0,0,0,0,0,0,153,2023
MEXICAN HAT,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2023
MIDVALE,0,0,0,0,0,722,0,0,0,0,0,0,0,722,2023
MIDVALE,0,0,14,65,131,18188,440,0,0,0,47,0,0,18885,2023
MIDVALE,0,0,29,6147,80,25059,303,0,0,0,145,1,0,31764,2023
MIDVALE,0,0,66,1528,0,171,0,0,0,0,0,0,0,1765,2023
MIDWAY,0,0,0,0,2,413,0,0,0,0,0,0,0,415,2023
MIDWAY,0,0,7,54,60,2214,69,0,0,0,6,0,0,2410,2023
MIDWAY,0,0,2,573,88,4261,121,0,0,0,24,0,0,5069,2023
MIDWAY,0,0,0,101,0,42,0,0,0,0,0,0,0,143,2023
MILFORD,0,0,0,0,0,39,0,0,0,0,0,0,0,39,2023
MILFORD,0,0,0,7,0,657,10,0,0,0,3,0,0,677,2023
MILFORD,0,0,2,254,0,987,7,0,0,0,0,0,0,1250,2023
MILFORD,0,0,0,101,0,14,0,0,0,0,0,1,0,116,2023
MILLCREEK,0,0,0,0,2,196,0,0,0,0,0,0,0,198,2023
MILLCREEK,0,0,3,21,68,2142,99,0,0,0,20,0,0,2353,2023
MILLCREEK,0,0,2,90,54,2496,98,0,0,0,14,0,0,2754,2023
MILLCREEK,0,0,0,28,0,13,0,0,0,0,0,0,0,41,2023
MILLVILLE,0,0,0,0,0,92,0,0,0,0,0,0,0,92,2023
MILLVILLE,0,0,2,6,4,777,22,0,0,0,3,0,0,814,2023
MILLVILLE,0,0,1,149,3,1103,18,0,0,0,2,0,0,1276,2023
MILLVILLE,0,0,0,44,0,12,0,0,0,0,0,0,0,56,2023
MINERSVILLE,0,0,0,0,0,14,0,0,0,0,0,0,0,14,2023
MINERSVILLE,0,0,0,8,2,340,7,0,0,0,0,0,0,357,2023
MINERSVILLE,0,0,2,177,0,530,3,0,0,0,0,0,0,712,2023
MINERSVILLE,0,0,0,38,0,3,0,0,0,0,0,0,0,41,2023
MOAB,0,0,0,0,4,648,0,0,0,0,0,0,0,652,2023
MOAB,0,0,5,52,14,3357,153,0,0,0,11,0,0,3592,2023
MOAB,0,0,8,1083,15,6964,84,0,0,0,16,0,0,8170,2023
MOAB,0,0,2,356,0,97,0,0,0,0,0,0,0,455,2023
MONA,0,0,0,0,0,79,0,0,0,0,0,0,0,79,2023
MONA,0,0,9,29,2,1120,24,0,0,0,4,0,0,1188,2023
MONA,0,0,3,593,1,1305,6,0,0,0,2,0,0,1910,2023
MONA,0,0,1,742,0,32,0,0,0,0,0,0,0,775,2023
MONROE,0,0,0,0,0,102,0,0,0,0,0,0,0,102,2023
MONROE,0,0,11,12,3,1274,27,0,0,0,4,0,0,1331,2023
MONROE,0,0,4,511,0,1763,11,0,0,0,3,0,0,2292,2023
MONROE,0,0,0,109,0,24,0,0,0,0,0,0,0,133,2023
MONTEZUMA CREEK,0,0,0,0,0,28,0,0,0,0,0,0,0,28,2023
MONTEZUMA CREEK,0,0,0,0,1,301,3,0,0,0,2,0,0,307,2023
MONTEZUMA CREEK,0,0,0,77,0,683,9,0,0,0,0,0,0,769,2023
MONTEZUMA CREEK,0,0,0,22,0,3,0,0,0,0,0,0,0,25,2023
MONTICELLO,0,0,0,0,0,81,0,0,0,0,0,0,0,81,2023
MONTICELLO,0,0,0,14,1,751,18,0,0,0,0,0,0,784,2023
MONTICELLO,0,0,2,378,1,1585,14,0,0,0,2,0,0,1982,2023
MONTICELLO,0,0,0,169,0,17,0,0,0,0,0,0,0,186,2023
MONUMENT VALLEY,0,0,0,0,0,3,0,0,0,0,0,0,0,3,2023
MONUMENT VALLEY,0,0,0,0,0,91,7,0,0,0,0,0,0,98,2023
MONUMENT VALLEY,0,0,0,37,0,237,3,0,0,0,0,0,0,277,2023
MONUMENT VALLEY,0,0,0,6,0,1,0,0,0,0,0,0,0,7,2023
MORGAN,0,0,0,0,0,334,0,0,0,0,0,0,0,334,2023
MORGAN,0,0,14,86,45,3931,137,0,0,0,12,0,1,4226,2023
MORGAN,0,0,9,1605,40,5138,91,0,0,0,14,0,0,6897,2023
MORGAN,0,0,3,535,0,97,0,0,0,0,0,0,0,635,2023
MORONI,0,0,0,0,0,47,0,0,0,0,0,0,0,47,2023
MORONI,0,0,2,18,0,906,9,0,0,0,3,0,0,938,2023
MORONI,0,0,2,333,0,1046,6,0,0,0,0,0,0,1387,2023
MORONI,0,0,0,94,0,19,0,0,0,0,0,0,0,113,2023
MOUNT CARMEL,0,0,0,0,0,3,0,0,0,0,0,0,0,3,2023
MOUNT CARMEL,0,0,1,0,1,73,0,0,0,0,0,0,0,75,2023
MOUNT CARMEL,0,0,0,37,0,125,1,0,0,0,0,0,0,163,2023
MOUNT CARMEL,0,0,0,17,1,3,0,0,0,0,0,0,0,21,2023
MOUNT PLEASANT,0,0,0,0,0,136,0,0,0,0,0,0,0,136,2023
MOUNT PLEASANT,0,0,10,34,11,1936,37,0,0,0,9,0,0,2037,2023
MOUNT PLEASANT,0,0,8,726,3,2404,21,0,0,0,3,0,0,3165,2023
MOUNT PLEASANT,0,0,1,203,0,48,0,0,0,0,0,0,0,252,2023
MOUNTAIN GREEN,0,0,0,0,0,93,0,0,0,1,0,0,0,94,2023
MOUNTAIN GREEN,0,0,2,19,13,889,37,0,0,0,5,0,0,965,2023
MOUNTAIN GREEN,0,0,3,255,18,1285,37,0,0,0,10,0,0,1608,2023
MOUNTAIN GREEN,0,0,0,40,0,16,0,0,0,0,0,0,0,56,2023
MOUNTAIN HOME,0,0,0,0,0,5,0,0,0,0,0,0,0,5,2023
MOUNTAIN HOME,0,0,0,0,0,75,0,0,0,0,0,0,0,75,2023
MOUNTAIN HOME,0,0,0,83,0,174,1,0,0,0,0,0,0,258,2023
MOUNTAIN HOME,0,0,0,31,0,1,0,0,0,0,0,0,0,32,2023
MURRAY,0,0,0,0,2,1003,0,0,0,0,0,0,0,1005,2023
MURRAY,0,0,15,64,190,12137,476,0,0,0,80,0,0,12962,2023
MURRAY,0,0,16,920,117,12809,291,0,0,0,32,0,0,14185,2023
MURRAY,0,0,4,730,0,244,0,0,0,0,0,5,0,983,2023
MYTON,0,0,0,0,0,36,0,0,0,0,0,0,0,36,2023
MYTON,0,0,1,7,0,430,2,0,0,0,0,0,0,440,2023
MYTON,0,0,1,217,0,851,5,0,0,0,1,0,0,1075,2023
MYTON,0,0,0,209,0,10,0,0,0,0,0,0,0,219,2023
NAPLES,0,0,0,0,0,5,0,0,0,0,0,0,0,5,2023
NAPLES,0,0,0,0,0,110,2,0,0,0,0,0,0,112,2023
NAPLES,0,0,0,56,0,226,0,0,0,0,0,0,0,282,2023
NAPLES,0,0,0,75,0,2,0,0,0,0,0,0,0,77,2023
NEOLA,0,0,0,0,0,25,0,0,0,0,0,0,0,25,2023
NEOLA,0,0,0,1,0,206,2,0,0,0,1,0,0,210,2023
NEOLA,0,0,0,177,0,427,1,0,0,0,0,0,0,605,2023
NEOLA,0,0,0,60,0,4,0,0,0,0,0,0,0,64,2023
NEPHI,0,0,0,0,3,243,0,0,0,0,0,0,0,246,2023
NEPHI,0,0,11,54,16,3258,86,0,0,0,7,0,0,3432,2023
NEPHI,0,0,18,1281,4,3796,21,0,0,0,6,0,0,5126,2023
NEPHI,0,0,2,534,0,87,0,0,0,0,0,1,0,624,2023
NEW HARMONY,0,0,0,0,0,76,0,0,0,0,0,0,0,76,2023
NEW HARMONY,0,0,5,20,7,531,36,0,0,0,5,0,0,604,2023
NEW HARMONY,0,0,1,312,4,1065,21,0,0,0,4,0,0,1407,2023
NEW HARMONY,0,0,0,45,0,17,0,0,0,0,0,0,0,62,2023
NEWCASTLE,0,0,0,0,0,7,0,0,0,0,0,0,0,7,2023
NEWCASTLE,0,0,1,4,0,146,2,0,0,0,1,0,0,154,2023
NEWCASTLE,0,0,0,85,0,176,2,0,0,0,0,0,0,263,2023
NEWCASTLE,0,0,0,32,0,0,0,0,0,0,0,0,0,32,2023
NEWTON,0,0,0,0,0,26,0,0,0,0,0,0,0,26,2023
NEWTON,0,0,0,7,3,375,14,0,0,0,2,0,0,401,2023
NEWTON,0,0,0,95,0,449,9,0,0,0,0,0,0,553,2023
NEWTON,0,0,0,26,0,15,0,0,0,0,0,0,0,41,2023
NIBLEY,0,0,0,0,1,251,0,0,0,0,0,0,0,252,2023
NIBLEY,0,0,5,20,15,1853,50,0,0,0,13,0,0,1956,2023
NIBLEY,0,0,3,298,11,2482,57,0,0,0,5,0,0,2856,2023
NIBLEY,0,0,0,55,0,20,0,0,0,0,0,0,0,75,2023
NORTH LOGAN,0,0,0,0,4,279,0,0,0,0,0,0,0,283,2023
NORTH LOGAN,0,0,3,30,43,2296,85,0,0,0,6,0,0,2463,2023
NORTH LOGAN,0,0,2,239,22,3053,112,0,0,0,9,0,0,3437,2023
NORTH LOGAN,0,0,0,75,0,67,0,0,0,0,0,0,0,142,2023
NORTH OGDEN,0,0,0,0,3,520,0,0,0,0,0,0,0,523,2023
NORTH OGDEN,0,0,13,38,57,4429,148,0,0,0,28,0,0,4713,2023
NORTH OGDEN,0,0,8,693,45,5458,126,0,0,0,18,0,0,6348,2023
NORTH OGDEN,0,0,0,151,0,52,0,0,0,0,0,0,0,203,2023
NORTH SALT LAKE,0,0,0,0,1,555,0,0,0,0,0,0,0,556,2023
NORTH SALT LAKE,0,0,11,62,154,6526,254,0,0,0,56,0,0,7063,2023
NORTH SALT LAKE,0,0,13,604,126,8895,236,0,0,0,29,0,0,9903,2023
NORTH SALT LAKE,0,0,0,798,0,175,0,0,0,0,0,0,0,973,2023
OAK CITY,0,0,0,0,0,27,0,0,0,0,0,0,0,27,2023
OAK CITY,0,0,1,6,4,388,7,0,0,0,2,0,0,408,2023
OAK CITY,0,0,0,154,0,440,6,0,0,0,1,0,0,601,2023
OAK CITY,0,0,0,21,0,5,0,0,0,0,0,0,0,26,2023
OAKLEY,0,0,0,0,1,111,0,0,0,0,0,0,0,112,2023
OAKLEY,0,0,3,12,9,724,22,0,0,0,7,0,0,777,2023
OAKLEY,0,0,0,378,11,1266,18,0,0,0,2,0,0,1675,2023
