City,Alcohol,Butane,Compressed Natural Gas,Diesel,Electric,Gasoline,Hybrid,Hydrogen,Liquefied Natural Gas,Other,Plug-in Hybrid,Propane,Steam,TOTAL,Year
MONTEZUMA CREEK,,0,0,0,1,348,4,0,0,0,1,0,0,354,2021
MONTEZUMA CREEK,,0,0,68,0,629,1,0,0,0,0,0,0,698,2021
MONTEZUMA CREEK,,0,0,18,0,1,0,0,0,0,0,0,0,19,2021
MONTICELLO,,0,0,0,0,62,0,0,0,0,0,0,0,62,2021
MONTICELLO,,0,0,9,1,850,18,0,0,0,0,0,0,878,2021
MONTICELLO,,0,3,347,0,1438,6,0,0,0,1,0,0,1795,2021
MONTICELLO,,0,0,164,0,23,0,0,0,0,0,0,0,187,2021
MONUMENT VALLEY,,0,0,0,0,5,0,0,0,0,0,0,0,5,2021
MONUMENT VALLEY,,0,0,0,0,97,7,0,0,0,0,0,0,104,2021
MONUMENT VALLEY,,0,0,28,0,223,1,0,0,0,0,0,0,252,2021
MONUMENT VALLEY,,0,0,5,0,3,0,0,0,0,0,0,0,8,2021
MORGAN,,0,0,0,1,303,0,0,0,0,0,0,0,304,2021
MORGAN,,0,16,61,17,4030,104,0,0,0,8,0,1,4237,2021
MORGAN,,0,11,1393,3,4389,31,0,0,0,3,0,0,5830,2021
MORGAN,,0,3,454,0,98,0,0,0,0,0,0,0,555,2021
MORONI,,0,0,0,0,28,0,0,0,0,0,0,0,28,2021
MORONI,,0,3,9,0,941,13,0,0,0,3,0,0,969,2021
MORONI,,0,2,270,0,874,3,0,0,0,0,0,0,1149,2021
MORONI,,0,0,71,0,19,0,0,0,0,0,0,0,90,2021
MOUNT CARMEL,,0,0,0,0,3,0,0,0,0,0,0,0,3,2021
MOUNT CARMEL,,0,1,1,0,65,0,0,0,0,0,0,0,67,2021
MOUNT CARMEL,,0,0,36,0,109,0,0,0,0,0,0,0,145,2021
MOUNT CARMEL,,0,0,24,0,3,0,0,0,0,0,0,0,27,2021
MOUNT PLEASANT,,0,0,0,0,112,0,0,0,0,0,0,0,112,2021
MOUNT PLEASANT,,0,7,32,9,2026,33,0,0,0,6,0,0,2113,2021
MOUNT PLEASANT,,0,10,619,1,2074,4,0,0,0,1,0,0,2709,2021
MOUNT PLEASANT,,0,0,193,0,54,0,0,0,0,0,0,0,247,2021
MOUNTAIN GREEN,,0,0,0,0,88,0,0,0,1,0,0,0,89,2021
MOUNTAIN GREEN,,0,4,17,10,955,33,0,0,0,5,0,0,1024,2021
MOUNTAIN GREEN,,0,3,239,6,1239,16,0,0,0,2,0,0,1505,2021
MOUNTAIN GREEN,,0,0,49,0,22,0,0,0,0,0,0,0,71,2021
MOUNTAIN HOME,,0,0,0,0,3,0,0,0,0,0,0,0,3,2021
MOUNTAIN HOME,,0,1,0,0,76,0,0,0,0,0,0,0,77,2021
MOUNTAIN HOME,,0,0,89,0,145,0,0,0,0,0,0,0,234,2021
MOUNTAIN HOME,,0,0,31,0,3,0,0,0,0,0,0,0,34,2021
MURRAY,,0,0,0,1,959,0,0,0,0,0,0,0,960,2021
MURRAY,,0,18,82,110,14123,445,0,0,0,70,0,0,14848,2021
MURRAY,,0,27,940,29,12156,150,0,0,0,10,0,0,13312,2021
MURRAY,,0,5,802,0,318,0,0,0,0,0,4,0,1129,2021
MYTON,,0,0,0,0,31,0,0,0,0,0,0,0,31,2021
MYTON,,0,1,6,0,418,3,0,0,0,0,0,0,428,2021
MYTON,,0,1,197,0,886,5,0,0,0,0,0,0,1089,2021
MYTON,,0,0,238,0,12,0,0,0,0,0,0,0,250,2021
NAPLES,,0,0,0,0,5,0,0,0,0,0,0,0,5,2021
NAPLES,,0,1,0,0,92,0,0,0,0,0,0,0,93,2021
NAPLES,,0,0,49,0,164,0,0,0,0,0,0,0,213,2021
NAPLES,,0,0,53,0,3,0,0,0,0,0,0,0,56,2021
NEOLA,,0,0,0,0,21,0,0,0,0,0,0,0,21,2021
NEOLA,,0,0,2,0,233,1,0,0,0,0,0,0,236,2021
NEOLA,,0,0,167,0,348,0,0,0,0,0,0,0,515,2021
NEOLA,,0,0,64,0,3,0,0,0,0,0,0,0,67,2021
NEPHI,,0,0,0,1,222,0,0,0,0,0,0,0,223,2021
NEPHI,,0,12,47,5,3235,63,0,0,0,6,0,0,3368,2021
NEPHI,,0,7,1100,0,3092,6,0,0,0,0,0,0,4205,2021
NEPHI,,0,2,510,0,101,0,0,0,0,0,1,0,614,2021
NEW HARMONY,,0,0,0,0,73,0,0,0,0,0,0,0,73,2021
NEW HARMONY,,0,6,17,4,555,35,0,0,0,5,0,0,622,2021
NEW HARMONY,,0,4,271,0,937,8,0,0,0,0,0,0,1220,2021
NEW HARMONY,,0,0,36,0,21,0,0,0,0,0,0,0,57,2021
NEWCASTLE,,0,0,0,0,7,0,0,0,0,0,0,0,7,2021
NEWCASTLE,,0,0,5,0,127,1,0,0,0,0,0,0,133,2021
NEWCASTLE,,0,0,80,0,154,2,0,0,0,0,0,0,236,2021
NEWCASTLE,,0,0,23,0,2,0,0,0,0,0,0,0,25,2021
NEWTON,,0,0,0,0,18,0,0,0,0,0,0,0,18,2021
NEWTON,,0,2,5,1,369,12,0,0,0,3,0,0,392,2021
NEWTON,,0,0,87,1,393,0,0,0,0,0,0,0,481,2021
NEWTON,,0,0,30,0,15,0,0,0,0,0,0,0,45,2021
NIBLEY,,0,0,0,0,173,0,0,0,0,0,0,0,173,2021
NIBLEY,,0,0,0,1,0,0,0,0,0,0,0,0,1,2021
NIBLEY,,0,10,18,9,1882,44,0,0,0,8,0,0,1971,2021
NIBLEY,,0,3,269,3,2150,23,0,0,0,0,0,0,2448,2021
NIBLEY,,0,0,53,0,16,0,0,0,0,0,0,0,69,2021
NORTH LOGAN,,0,0,0,5,212,0,0,0,0,0,0,0,217,2021
NORTH LOGAN,,0,4,28,28,2218,60,0,0,0,4,0,0,2342,2021
NORTH LOGAN,,0,4,214,3,2359,44,0,0,0,2,0,0,2626,2021
NORTH LOGAN,,0,0,68,0,62,0,0,0,0,0,0,0,130,2021
NORTH OGDEN,,0,0,0,1,287,0,0,0,0,0,0,0,288,2021
NORTH OGDEN,,0,12,23,17,3440,87,0,0,0,11,0,0,3590,2021
NORTH OGDEN,,0,6,464,9,3353,36,0,0,0,1,0,0,3869,2021
NORTH OGDEN,,0,0,91,0,29,0,0,0,0,0,0,0,120,2021
NORTH SALT LAKE,,0,0,0,2,508,0,0,0,0,0,0,0,510,2021
NORTH SALT LAKE,,0,14,80,89,7251,221,0,0,0,36,0,0,7691,2021
NORTH SALT LAKE,,0,17,561,23,7945,106,0,0,0,9,0,0,8661,2021
NORTH SALT LAKE,,0,0,772,0,174,0,0,0,0,0,0,0,946,2021
OAK CITY,,0,0,0,0,24,0,0,0,0,0,0,0,24,2021
OAK CITY,,0,0,8,1,399,2,0,0,0,0,0,0,410,2021
OAK CITY,,0,0,146,0,381,3,0,0,0,0,0,0,530,2021
OAK CITY,,0,0,26,0,4,0,0,0,0,0,0,0,30,2021
OAKLEY,,0,0,0,2,93,0,0,0,0,0,0,0,95,2021
OAKLEY,,0,2,11,4,737,20,0,0,0,4,0,0,778,2021
OAKLEY,,0,0,341,3,1088,7,0,0,0,1,0,0,1440,2021
OAKLEY,,0,0,100,0,24,0,0,0,0,0,0,0,124,2021
OGDEN,,0,0,0,6,3363,0,0,0,2,0,0,0,3371,2021
OGDEN,,0,0,0,2,0,0,0,0,0,0,0,0,2,2021
OGDEN,,0,81,377,205,48754,1074,0,0,1,130,0,0,50622,2021
OGDEN,,0,76,4957,35,43333,418,0,0,0,21,0,0,48840,2021
OGDEN,,0,20,3434,0,641,0,0,0,1,0,0,0,4096,2021
ORANGEVILLE,,0,0,0,0,37,0,0,0,0,0,0,0,37,2021
ORANGEVILLE,,0,1,10,0,577,7,0,0,0,2,0,0,597,2021
ORANGEVILLE,,0,3,186,0,730,1,0,0,0,0,0,0,920,2021
ORANGEVILLE,,0,0,59,0,5,0,0,0,0,0,0,0,64,2021
ORDERVILLE,,0,0,0,0,14,0,0,0,0,0,0,0,14,2021
ORDERVILLE,,0,0,4,0,222,2,0,0,0,0,0,0,228,2021
ORDERVILLE,,0,0,85,0,320,0,0,0,0,0,1,0,406,2021
ORDERVILLE,,0,0,28,0,6,0,0,0,0,0,0,0,34,2021
OREM,,0,0,0,4,1811,0,0,0,0,0,0,0,1815,2021
OREM,,0,0,0,1,0,0,0,0,0,0,0,0,1,2021
OREM,,0,98,284,204,35442,1145,0,2,0,118,1,0,37294,2021
OREM,,0,56,1870,40,26930,342,0,0,0,28,0,0,29266,2021
OREM,,0,56,1626,0,520,0,0,0,0,0,0,0,2202,2021
PANGUITCH,,0,0,0,0,50,0,0,0,0,0,0,0,50,2021
PANGUITCH,,0,0,0,0,1,0,0,0,0,0,0,0,1,2021
PANGUITCH,,0,1,15,0,843,7,0,0,0,0,0,0,866,2021
PANGUITCH,,0,4,366,1,1330,2,0,0,0,0,0,0,1703,2021
PANGUITCH,,0,0,140,0,15,0,0,0,0,0,0,0,155,2021
PARADISE,,0,0,0,0,62,0,0,0,0,0,0,0,62,2021
PARADISE,,0,2,17,1,642,10,0,0,0,2,0,0,674,2021
PARADISE,,0,4,214,2,832,4,0,0,0,0,0,0,1056,2021
PARADISE,,0,1,54,0,11,0,0,0,0,0,0,0,66,2021
PARAGONAH,,0,0,0,0,23,0,0,0,0,0,0,0,23,2021
PARAGONAH,,0,0,8,0,267,7,0,0,0,0,0,0,282,2021
PARAGONAH,,0,0,123,0,417,0,0,0,0,0,0,0,540,2021
PARAGONAH,,0,0,25,0,11,0,0,0,0,0,0,0,36,2021
PARK CITY,,0,0,0,2,1359,0,0,0,0,0,0,0,1361,2021
PARK CITY,,0,0,0,3,0,0,0,0,0,0,0,0,3,2021
PARK CITY,,0,23,194,312,11505,238,0,0,0,64,0,0,12336,2021
PARK CITY,,0,22,1719,218,19954,401,0,0,0,94,0,0,22408,2021
PARK CITY,,0,8,569,7,180,0,0,0,0,0,2,0,766,2021
PARK VALLEY,,0,0,0,0,1,0,0,0,0,0,0,0,1,2021
PARK VALLEY,,0,0,0,0,56,1,0,0,0,0,0,0,57,2021
PARK VALLEY,,0,0,54,0,95,1,0,0,0,0,0,0,150,2021
PARK VALLEY,,0,0,43,0,1,0,0,0,0,0,0,0,44,2021
PAROWAN,,0,0,0,1,139,0,0,0,0,0,0,0,140,2021
PAROWAN,,0,0,0,1,0,0,0,0,0,0,0,0,1,2021
PAROWAN,,0,1,37,2,1315,29,0,0,0,1,0,0,1385,2021
PAROWAN,,0,2,485,1,2017,10,0,0,0,0,0,0,2515,2021
PAROWAN,,0,0,161,0,27,0,0,0,0,0,0,0,188,2021
PAYSON,,0,0,0,0,515,0,0,0,0,0,0,0,515,2021
PAYSON,,0,0,0,1,0,0,0,0,0,0,0,0,1,2021
PAYSON,,0,28,103,13,8251,163,0,0,0,17,0,0,8575,2021
PAYSON,,0,18,1481,4,7581,44,0,0,0,6,1,0,9135,2021
PAYSON,,0,3,420,0,68,0,0,0,0,0,5,0,496,2021
PEOA,,0,0,0,0,22,0,0,0,0,0,0,0,22,2021
PEOA,,0,0,3,1,175,0,0,0,0,0,0,0,179,2021
PEOA,,0,1,94,1,265,5,0,0,0,0,0,0,366,2021
PEOA,,0,0,32,0,3,0,0,0,0,0,0,0,35,2021
PERRY,,0,0,0,0,198,0,0,0,0,0,0,0,198,2021
PERRY,,0,14,21,9,2289,51,0,0,0,8,0,0,2392,2021
PERRY,,0,8,403,3,2050,22,0,0,0,0,0,0,2486,2021
PERRY,,0,0,70,0,32,0,0,0,0,0,0,0,102,2021
PINE VALLEY,,0,0,0,0,13,0,0,0,0,0,0,0,13,2021
PINE VALLEY,,0,1,0,1,102,7,0,0,0,0,0,0,111,2021
PINE VALLEY,,0,1,40,0,202,1,0,0,0,0,0,0,244,2021
PINE VALLEY,,0,0,13,0,2,0,0,0,0,0,0,0,15,2021
PLAIN CITY,,0,0,0,0,219,0,0,0,0,0,0,0,219,2021
PLAIN CITY,,0,4,24,12,2198,34,0,0,0,9,0,0,2281,2021
PLAIN CITY,,0,4,704,0,2533,16,0,0,0,0,0,0,3257,2021
PLAIN CITY,,0,0,126,0,38,0,0,0,0,0,0,0,164,2021
PLEASANT GROVE,,0,0,0,2,880,0,0,0,0,0,0,0,882,2021
PLEASANT GROVE,,0,0,0,0,1,0,0,0,0,0,0,0,1,2021
PLEASANT GROVE,,0,36,113,85,13070,406,0,0,0,55,0,0,13765,2021
PLEASANT GROVE,,0,28,1198,9,11349,117,0,0,0,6,0,0,12707,2021
PLEASANT GROVE,,0,1,481,0,173,0,0,0,0,0,0,0,655,2021
PLEASANT VIEW,,0,0,0,0,277,0,0,0,0,0,0,0,277,2021
PLEASANT VIEW,,0,6,34,16,3195,101,0,0,0,12,0,0,3364,2021
PLEASANT VIEW,,0,9,467,8,3067,34,0,0,0,4,0,0,3589,2021
PLEASANT VIEW,,0,0,95,0,39,0,0,0,0,0,0,0,134,2021
PLYMOUTH,,0,0,0,0,21,0,0,0,0,0,0,0,21,2021
PLYMOUTH,,0,0,3,1,231,4,0,0,0,0,0,0,239,2021
PLYMOUTH,,0,0,99,0,207,0,0,0,0,0,0,0,306,2021
PLYMOUTH,,0,0,21,0,3,0,0,0,0,0,0,0,24,2021
PORTAGE,,0,0,0,0,10,0,0,0,0,0,0,0,10,2021
PORTAGE,,0,0,3,0,152,5,0,0,0,1,0,0,161,2021
PORTAGE,,0,0,63,0,124,1,0,0,0,0,0,0,188,2021
PORTAGE,,0,0,10,0,2,0,0,0,0,0,0,0,12,2021
PRICE,,0,0,0,0,373,0,0,0,0,0,0,0,373,2021
PRICE,,0,12,50,3,5665,88,0,0,0,10,0,0,5828,2021
PRICE,,0,17,1342,1,6214,19,0,0,0,0,0,0,7593,2021
PRICE,,0,0,479,0,141,0,0,0,0,0,1,0,621,2021
PROVIDENCE,,0,0,0,0,225,1,0,0,0,0,0,0,226,2021
PROVIDENCE,,0,5,15,18,2746,79,0,0,0,6,0,0,2869,2021
PROVIDENCE,,0,5,320,6,3145,49,0,0,0,2,0,0,3527,2021
PROVIDENCE,,0,0,76,0,34,0,0,0,0,0,0,0,110,2021
PROVO,,0,0,0,9,1881,0,0,0,0,0,0,0,1890,2021
PROVO,,0,0,0,9,0,0,0,0,0,0,0,0,9,2021
PROVO,,0,76,244,229,33932,1192,0,0,0,126,0,0,35799,2021
PROVO,,0,52,1554,54,24153,363,0,0,1,29,3,0,26209,2021
PROVO,,0,5,916,0,293,0,0,0,0,0,6,0,1220,2021
RANDLETT,,0,0,0,0,12,0,0,0,0,0,0,0,12,2021
RANDLETT,,0,0,0,0,161,1,0,0,0,0,0,0,162,2021
RANDLETT,,0,0,62,0,246,0,0,0,0,0,0,0,308,2021
RANDLETT,,0,0,30,0,1,0,0,0,0,0,0,0,31,2021
RANDOLPH,,0,0,0,0,12,0,0,0,0,0,0,0,12,2021
RANDOLPH,,0,3,3,0,293,2,0,0,0,0,0,0,301,2021
RANDOLPH,,0,1,180,0,391,1,0,0,0,0,0,0,573,2021
RANDOLPH,,0,0,76,0,8,0,0,0,0,0,0,0,84,2021
REDMOND,,0,0,0,0,21,0,0,0,0,0,0,0,21,2021
REDMOND,,0,0,5,0,360,4,0,0,0,0,0,0,369,2021
REDMOND,,0,3,169,0,498,0,0,0,0,0,0,0,670,2021
REDMOND,,0,1,63,0,14,0,0,0,0,0,0,0,78,2021
RICHFIELD,,0,0,0,0,187,0,0,0,0,0,0,0,187,2021
RICHFIELD,,0,15,19,2,3334,45,0,0,0,1,0,0,3416,2021
RICHFIELD,,0,10,803,1,3701,14,0,0,0,0,0,0,4529,2021
RICHFIELD,,0,4,491,0,91,0,0,0,0,0,0,0,586,2021
RICHMOND,,0,0,0,0,82,0,0,0,0,0,0,0,82,2021
RICHMOND,,0,3,14,3,1098,20,0,0,0,2,0,0,1140,2021
RICHMOND,,0,3,200,0,1243,5,0,0,0,0,0,0,1451,2021
RICHMOND,,0,0,126,0,18,0,0,0,0,0,0,0,144,2021
RIVER HEIGHTS,,0,0,0,0,72,0,0,0,0,0,0,0,72,2021
RIVER HEIGHTS,,0,2,7,7,549,18,0,0,0,4,0,0,587,2021
RIVER HEIGHTS,,0,1,36,2,638,6,0,0,0,0,0,0,683,2021
RIVER HEIGHTS,,0,0,14,0,5,0,0,0,0,0,0,0,19,2021
RIVERDALE,,0,0,0,0,234,0,0,0,0,0,0,0,234,2021
RIVERDALE,,0,5,10,16,2746,59,0,0,0,4,0,0,2840,2021
RIVERDALE,,0,2,262,0,2236,15,0,0,0,2,0,0,2517,2021
RIVERDALE,,0,10,107,0,42,0,0,0,0,0,0,0,159,2021
RIVERSIDE,,0,0,0,0,7,0,0,0,0,0,0,0,7,2021
RIVERSIDE,,0,2,2,0,136,4,0,0,0,0,0,0,144,2021
RIVERSIDE,,0,0,60,0,178,0,0,0,0,0,0,0,238,2021
RIVERSIDE,,0,0,28,0,3,0,0,0,0,0,0,0,31,2021
RIVERTON,,0,0,0,1,1144,0,0,0,0,0,0,0,1145,2021
RIVERTON,,0,0,0,0,1,0,0,0,0,0,0,0,1,2021
RIVERTON,,0,35,116,140,15683,458,0,0,0,62,0,0,16494,2021
RIVERTON,,0,30,2435,15,14834,165,0,0,0,11,0,0,17490,2021
RIVERTON,,0,1,478,0,248,0,0,0,0,0,0,0,727,2021
ROCKVILLE,,0,0,0,0,17,0,0,0,0,0,0,0,17,2021
ROCKVILLE,,0,1,3,3,114,11,0,0,0,1,0,0,133,2021
ROCKVILLE,,0,2,27,0,158,2,0,0,0,0,0,0,189,2021
ROCKVILLE,,0,0,6,0,2,0,0,0,0,0,0,0,8,2021
ROCKY RIDGE,,0,0,0,0,6,0,0,0,0,0,0,0,6,2021
ROCKY RIDGE,,0,2,1,0,193,10,0,0,0,0,0,0,206,2021
ROCKY RIDGE,,0,3,30,0,136,0,0,0,0,0,0,0,169,2021
ROCKY RIDGE,,0,0,15,0,0,0,0,0,0,0,0,0,15,2021
ROOSEVELT,,0,0,0,1,314,0,0,0,0,0,0,0,315,2021
ROOSEVELT,,0,4,30,8,3376,30,0,0,0,8,0,0,3456,2021
ROOSEVELT,,0,10,1404,1,5543,8,0,0,0,1,0,0,6967,2021
ROOSEVELT,,0,1,1048,0,124,0,0,0,0,0,8,0,1181,2021
ROY,,0,0,0,0,1159,0,0,0,1,0,0,0,1160,2021
ROY,,0,29,116,27,14955,267,0,0,0,26,0,0,15420,2021
ROY,,0,21,1634,3,12166,70,0,0,0,3,0,0,13897,2021
ROY,,0,1,214,0,120,0,0,0,0,0,0,0,335,2021
RUSH VALLEY,,0,0,0,0,25,0,0,0,0,0,0,0,25,2021
RUSH VALLEY,,0,3,6,1,243,8,0,0,0,0,0,0,261,2021
RUSH VALLEY,,0,0,150,0,244,0,0,0,0,0,0,0,394,2021
RUSH VALLEY,,0,0,49,0,10,0,0,0,0,0,0,0,59,2021
SAINT GEORGE,,0,0,0,4,2965,0,0,0,1,0,0,0,2970,2021
SAINT GEORGE,,0,0,0,8,0,0,0,0,0,0,0,0,8,2021
SAINT GEORGE,,0,120,490,219,38439,1616,0,0,0,112,0,0,40996,2021
SAINT GEORGE,,0,97,5634,60,39797,410,0,0,0,28,0,0,46026,2021
SAINT GEORGE,,0,11,3556,0,770,0,0,0,0,0,12,0,4349,2021
SALEM,,0,0,0,0,244,0,0,0,0,0,0,0,244,2021
SALEM,,0,10,35,14,3161,91,0,0,0,15,0,0,3326,2021
SALEM,,0,5,735,4,3515,21,0,0,0,0,0,0,4280,2021
SALEM,,0,1,138,0,34,0,0,0,0,0,0,0,173,2021
SALINA,,0,0,0,0,66,0,0,0,0,0,0,0,66,2021
SALINA,,0,2,9,1,1100,10,0,0,0,0,0,0,1122,2021
SALINA,,0,3,425,0,1483,2,0,0,0,0,0,0,1913,2021
SALINA,,0,1,678,0,32,0,0,0,0,0,0,0,711,2021
SALT LAKE CITY,,0,0,0,32,7879,0,0,0,3,0,0,0,7914,2021
SALT LAKE CITY,,0,0,0,3,1,0,0,0,0,0,0,0,4,2021
SALT LAKE CITY,,0,210,957,1879,129253,5052,0,0,4,640,0,0,137995,2021
SALT LAKE CITY,,0,205,10586,419,125212,2563,0,0,0,284,0,0,139269,2021
SALT LAKE CITY,,0,200,10921,6,2309,0,0,0,2,0,3,0,13441,2021
SANDY,,0,0,0,6,3124,1,0,0,0,0,0,0,3131,2021
SANDY,,0,0,0,2,1,0,0,0,0,0,0,0,3,2021
SANDY,,0,66,318,449,40988,1250,0,1,1,174,1,0,43248,2021
SANDY,,0,60,3172,110,39197,674,0,0,0,52,0,0,43265,2021
SANDY,,0,9,1107,0,512,0,0,0,0,0,0,0,1628,2021
SANTA CLARA,,0,0,0,0,290,0,0,0,0,0,0,0,290,2021
SANTA CLARA,,0,0,0,2,0,0,0,0,0,0,0,0,2,2021
SANTA CLARA,,0,10,67,14,2842,121,0,0,0,6,0,0,3060,2021
SANTA CLARA,,0,7,519,5,3098,34,0,0,0,3,0,0,3666,2021
SANTA CLARA,,0,0,147,0,58,0,0,0,0,0,0,0,205,2021
SANTAQUIN,,0,0,0,0,249,0,0,0,0,0,0,0,249,2021
SANTAQUIN,,0,17,45,12,4181,86,0,0,0,7,0,0,4348,2021
SANTAQUIN,,0,4,725,0,4108,18,0,0,0,1,0,0,4856,2021
SANTAQUIN,,0,0,121,0,29,0,0,0,0,0,0,0,150,2021
SARATOGA SPRINGS,,0,0,0,1,630,0,0,0,1,0,0,0,632,2021
SARATOGA SPRINGS,,0,29,94,120,10000,411,0,0,0,71,0,0,10725,2021
SARATOGA SPRINGS,,0,7,833,19,10165,108,0,0,0,13,0,0,11145,2021
SARATOGA SPRINGS,,0,0,144,0,78,0,0,0,0,0,0,0,222,2021
SCIPIO,,0,0,0,0,9,0,0,0,0,0,0,0,9,2021
SCIPIO,,0,0,4,0,144,5,0,0,0,0,0,0,153,2021
SCIPIO,,0,1,75,0,194,0,0,0,0,0,0,0,270,2021
SCIPIO,,0,0,4,0,2,0,0,0,0,0,0,0,6,2021
SCOFIELD,,0,0,0,0,4,0,0,0,0,0,0,0,4,2021
SCOFIELD,,0,1,1,0,44,1,0,0,0,0,0,0,47,2021
SCOFIELD,,0,0,47,0,62,0,0,0,0,0,0,0,109,2021
SCOFIELD,,0,0,7,0,3,0,0,0,0,0,0,0,10,2021
SEVIER,,0,0,0,0,5,0,0,0,0,0,0,0,5,2021
SEVIER,,0,0,0,0,72,1,0,0,0,0,0,0,73,2021
SEVIER,,0,0,21,0,81,0,0,0,0,0,0,0,102,2021
SEVIER,,0,0,6,0,3,0,0,0,0,0,0,0,9,2021
SIGURD,,0,0,0,0,14,0,0,0,0,0,0,0,14,2021
SIGURD,,0,1,1,0,213,2,0,0,0,0,0,0,217,2021
SIGURD,,0,3,110,0,265,1,0,0,0,0,0,0,379,2021
SIGURD,,0,0,78,0,5,0,0,0,0,0,0,0,83,2021
SMITHFIELD,,0,0,0,0,434,0,0,0,0,0,0,0,434,2021
SMITHFIELD,,0,0,0,1,1,0,0,0,0,0,0,0,2,2021
SMITHFIELD,,0,13,55,22,4603,136,0,0,0,16,0,0,4845,2021
SMITHFIELD,,0,11,591,2,5196,51,0,0,0,0,0,0,5851,2021
SMITHFIELD,,0,3,381,0,59,0,0,0,0,0,0,0,443,2021
SNOWVILLE,,0,0,0,0,6,0,0,0,0,0,0,0,6,2021
SNOWVILLE,,0,0,1,0,112,1,0,0,0,0,0,0,114,2021
SNOWVILLE,,0,0,45,0,109,1,0,0,0,0,0,0,155,2021
SNOWVILLE,,0,0,30,0,4,0,0,0,0,0,0,0,34,2021
SOUTH JORDAN,,0,0,0,1,1768,0,0,0,1,0,0,0,1770,2021
SOUTH JORDAN,,0,0,0,1,1,0,0,0,0,0,0,0,2,2021
SOUTH JORDAN,,0,55,190,356,25478,1000,0,0,1,153,0,0,27233,2021
SOUTH JORDAN,,0,25,2538,100,25414,340,0,0,0,42,0,0,28459,2021
SOUTH JORDAN,,0,7,509,0,331,0,0,0,0,0,0,0,847,2021
SOUTH OGDEN,,0,0,0,0,142,0,0,0,0,0,0,0,142,2021
SOUTH OGDEN,,0,4,17,7,1654,46,0,0,0,3,0,0,1731,2021
SOUTH OGDEN,,0,0,107,4,1447,19,0,0,0,5,0,0,1582,2021
SOUTH OGDEN,,0,0,24,0,18,0,0,0,0,0,0,0,42,2021
SOUTH SALT LAKE,,0,0,0,1,116,0,0,0,0,0,0,0,117,2021
SOUTH SALT LAKE,,0,2,7,22,2239,78,0,0,0,4,0,0,2352,2021
SOUTH SALT LAKE,,0,3,105,5,2320,50,0,0,0,6,0,0,2489,2021
SOUTH SALT LAKE,,0,3,624,2,73,0,0,0,0,0,0,0,702,2021
SOUTH WEBER,,0,0,0,0,210,0,0,0,1,0,0,0,211,2021
SOUTH WEBER,,0,6,25,19,2298,72,0,0,0,12,0,0,2432,2021
SOUTH WEBER,,0,7,310,4,2325,29,0,0,0,2,0,0,2677,2021
SOUTH WEBER,,0,0,65,0,25,0,0,0,0,0,0,0,90,2021
SPANISH FORK,,0,0,0,0,931,0,0,0,1,0,0,0,932,2021
SPANISH FORK,,0,38,135,65,14645,399,0,1,0,49,0,0,15332,2021
SPANISH FORK,,0,20,2088,10,13859,82,0,0,0,7,0,0,16066,2021
SPANISH FORK,,0,2,979,0,181,0,0,0,0,0,0,0,1162,2021
SPRING CITY,,0,0,0,1,51,0,0,0,0,0,0,0,52,2021
SPRING CITY,,0,3,12,1,654,14,0,0,0,0,0,0,684,2021
SPRING CITY,,0,4,175,0,795,8,0,0,0,0,0,0,982,2021
SPRING CITY,,0,0,38,0,14,0,0,0,0,0,0,0,52,2021
SPRINGDALE,,0,0,0,0,42,0,0,0,0,0,0,0,42,2021
SPRINGDALE,,0,1,6,3,290,26,0,0,0,2,0,0,328,2021
SPRINGDALE,,0,0,43,2,440,9,0,0,0,0,0,0,494,2021
SPRINGDALE,,0,0,7,0,4,0,0,0,0,0,2,0,13,2021
SPRINGVILLE,,0,0,0,0,865,0,0,0,1,0,0,0,866,2021
SPRINGVILLE,,0,35,106,53,11967,302,0,0,0,55,0,0,12518,2021
SPRINGVILLE,,0,41,1131,9,11028,96,0,0,0,8,0,0,12313,2021
SPRINGVILLE,,0,4,800,0,164,0,0,0,0,0,0,0,968,2021
STANSBURY PARK,,0,0,0,0,338,0,0,0,0,0,0,0,338,2021
STANSBURY PARK,,0,5,51,21,4811,119,0,0,0,18,0,0,5025,2021
STANSBURY PARK,,0,9,509,3,3698,22,0,0,0,2,0,0,4243,2021
STANSBURY PARK,,0,0,64,0,50,0,0,0,0,0,0,0,114,2021
STERLING,,0,0,0,0,14,0,0,0,0,0,0,0,14,2021
STERLING,,0,0,1,0,196,2,0,0,0,2,0,0,201,2021
STERLING,,0,0,77,0,227,0,0,0,0,0,0,0,304,2021
STERLING,,0,0,12,0,0,0,0,0,0,0,0,0,12,2021
STOCKTON,,0,0,0,0,67,0,0,0,0,0,0,0,67,2021
STOCKTON,,0,3,18,0,714,19,0,0,0,1,0,0,755,2021
STOCKTON,,0,5,307,0,819,3,0,0,0,0,0,0,1134,2021
STOCKTON,,0,0,51,0,14,0,0,0,0,0,0,0,65,2021
SUMMIT,,0,0,0,0,1,0,0,0,0,0,0,0,1,2021
SUMMIT,,0,0,2,0,81,3,0,0,0,0,0,0,86,2021
SUMMIT,,0,1,36,0,127,0,0,0,0,0,0,0,164,2021
SUMMIT,,0,0,9,0,1,0,0,0,0,0,0,0,10,2021
SUNNYSIDE,,0,0,0,0,6,0,0,0,0,0,0,0,6,2021
SUNNYSIDE,,0,0,1,0,142,0,0,0,0,1,0,0,144,2021
