City and Vehicle Type,,Alcohol,Butane,Compressed Natural Gas,Diesel,Electric,Gasoline,Hybrid,Hydrogen,Liquefied Natural Gas,Other,Plug-in Hybrid,Propane,Steam,TOTAL
ALPINE,Motorcycle - Standard,0,0,0,0,2,442,0,0,0,0,0,0,0,444
,Passenger - Standard,0,0,2,39,132,"2,865",128,0,0,1,26,0,0,"3,193"
,Light Truck,0,0,2,454,179,"4,723",183,0,0,0,42,0,0,"5,583"
,Heavy Truck,0,0,0,258,0,29,0,0,0,0,0,0,0,287
ALTA,Motorcycle - Standard,0,0,0,0,0,11,0,0,0,0,0,0,0,11
,Passenger - Standard,0,0,0,1,2,47,0,0,0,0,0,0,0,50
,Light Truck,0,0,0,14,2,173,2,0,0,0,2,0,0,193
,Heavy Truck,0,0,0,2,0,1,0,0,0,0,0,0,0,3
ALTAMONT,Motorcycle - Standard,0,0,0,0,0,24,0,0,0,0,0,0,0,24
,Passenger - Standard,0,0,0,4,1,215,1,0,0,0,0,0,0,221
,Light Truck,0,0,0,253,0,610,0,0,0,0,0,0,0,863
,Heavy Truck,0,0,0,139,0,9,0,0,0,0,0,0,0,148
ALTON,Motorcycle - Standard,0,0,0,0,0,16,0,0,0,0,0,0,0,16
,Passenger - Standard,0,0,0,5,1,71,3,0,0,0,0,0,0,80
,Light Truck,0,0,0,81,0,195,1,0,0,0,1,0,0,278
,Heavy Truck,0,0,0,24,0,2,0,0,0,0,0,0,0,26
ALTONAH,Motorcycle - Standard,0,0,0,0,0,10,0,0,0,0,0,0,0,10
,Passenger - Standard,0,0,1,0,0,60,1,0,0,0,0,0,0,62
,Light Truck,0,0,1,96,0,171,0,0,0,0,0,0,0,268
,Heavy Truck,0,0,0,43,0,2,0,0,0,0,0,0,0,45
AMALGA,Motorcycle - Standard,0,0,0,0,0,25,0,0,0,0,0,0,0,25
,Passenger - Standard,0,0,1,2,1,144,2,0,0,0,1,0,0,151
,Light Truck,0,0,0,60,2,202,1,0,0,0,1,0,0,266
,Heavy Truck,0,0,0,38,0,4,0,0,0,0,0,0,0,42
AMERICAN FORK,Motorcycle - Standard,0,0,0,0,8,812,0,0,0,1,0,0,0,821
,Passenger - Standard,0,0,14,76,238,"11,198",449,0,0,0,69,0,0,"12,044"
,Light Truck,0,0,16,"1,192",384,"13,974",388,0,0,0,68,0,0,"16,022"
,Heavy Truck,0,0,0,"1,053",0,147,0,0,0,0,0,7,0,"1,207"
ANETH,Motorcycle - Standard,0,0,0,0,0,11,0,0,0,0,0,0,0,11
,Passenger - Standard,0,0,0,0,0,183,3,0,0,0,0,0,0,186
,Light Truck,0,0,0,52,0,416,0,0,0,0,0,0,0,468
,Heavy Truck,0,0,0,2,0,1,0,0,0,0,0,0,0,3
ANNABELLA,Motorcycle - Standard,0,0,0,0,0,24,0,0,0,0,0,0,0,24
,Passenger - Standard,0,0,2,5,2,381,5,0,0,0,1,0,0,396
,Light Truck,0,0,0,195,1,587,5,0,0,0,2,0,0,790
,Heavy Truck,0,0,0,52,0,4,0,0,0,0,0,0,0,56
ANTIMONY,Motorcycle - Standard,0,0,0,0,0,12,0,0,0,0,0,0,0,12
,Passenger - Standard,0,0,0,0,0,81,3,0,0,0,0,0,0,84
,Light Truck,0,0,0,66,0,151,0,0,0,0,0,0,0,217
,Heavy Truck,0,0,0,13,0,0,0,0,0,0,0,0,0,13
APPLE VALLEY,Motorcycle - Standard,0,0,0,0,0,56,0,0,0,0,0,0,0,56
,Passenger - Standard,0,0,3,17,5,344,13,0,0,0,0,0,0,382
,Light Truck,0,0,2,212,5,571,10,0,0,0,3,0,0,803
,Heavy Truck,0,0,0,42,0,8,0,0,0,0,0,0,0,50
AURORA,Motorcycle - Standard,0,0,0,0,0,37,0,0,0,0,0,0,0,37
,Passenger - Standard,0,0,2,2,1,434,8,0,0,0,1,0,0,448
,Light Truck,0,0,5,288,0,666,6,0,0,0,0,0,0,965
,Heavy Truck,0,0,0,196,0,6,0,0,0,0,0,0,0,202
AXTELL,Motorcycle - Standard,0,0,0,0,0,8,0,0,0,0,0,0,0,8
,Passenger - Standard,0,0,0,2,0,128,2,0,0,0,0,0,0,132
,Light Truck,0,0,0,92,0,219,0,0,0,0,0,0,0,311
,Heavy Truck,0,0,0,13,0,2,0,0,0,0,0,0,0,15
BALLARD,Motorcycle - Standard,0,0,0,0,0,44,0,0,0,0,0,0,0,44
,Passenger - Standard,0,0,0,2,0,368,3,0,0,0,0,0,0,373
,Light Truck,0,0,0,261,0,727,8,0,0,0,1,0,0,997
,Heavy Truck,0,0,0,152,0,6,0,0,0,0,0,0,0,158
BEAR RIVER CITY,Motorcycle - Standard,0,0,0,0,0,29,0,0,0,0,0,0,0,29
,Passenger - Standard,0,0,3,6,0,350,4,0,0,0,3,0,0,366
,Light Truck,0,0,1,188,0,488,3,0,0,0,0,0,0,680
,Heavy Truck,0,0,0,56,0,9,0,0,0,0,0,0,0,65
BEAVER,Motorcycle - Standard,0,0,0,0,1,102,0,0,0,0,0,0,0,103
,Passenger - Standard,0,0,1,28,2,"1,563",55,0,0,0,2,0,0,"1,651"
,Light Truck,0,0,6,764,2,"2,772",22,0,0,0,3,0,0,"3,569"
,Heavy Truck,0,0,1,261,0,40,0,0,0,0,0,0,0,302
BENJAMIN,Motorcycle - Standard,0,0,0,0,0,12,0,0,0,0,0,0,0,12
,Passenger - Standard,0,0,1,3,3,137,6,0,0,0,0,0,0,150
,Light Truck,0,0,0,93,1,216,2,0,0,0,0,0,0,312
,Heavy Truck,0,0,0,12,0,3,0,0,0,0,0,0,0,15
BENSON,Motorcycle - Standard,0,0,0,0,0,20,0,0,0,0,0,0,0,20
,Passenger - Standard,0,0,1,6,0,190,3,0,0,0,3,0,0,203
,Light Truck,0,0,0,101,0,314,6,0,0,0,0,0,0,421
,Heavy Truck,0,0,0,64,0,4,0,0,0,0,0,0,0,68
BERYL,Motorcycle - Standard,0,0,0,0,0,19,0,0,0,0,0,0,0,19
,Passenger - Standard,0,0,1,4,2,322,6,0,0,0,1,0,0,336
,Light Truck,0,0,3,167,2,541,2,0,0,0,0,0,0,715
,Heavy Truck,0,0,0,149,0,14,0,0,0,0,0,0,0,163
BICKNELL,Motorcycle - Standard,0,0,0,0,0,22,0,0,0,1,0,0,0,23
,Passenger - Standard,0,0,0,7,1,190,5,0,0,0,0,0,0,203
,Light Truck,0,0,0,129,1,328,10,0,0,0,1,0,0,469
,Heavy Truck,0,0,0,73,0,2,0,0,0,0,0,0,0,75
BIG WATER,Motorcycle - Standard,0,0,0,0,0,15,0,0,0,0,0,0,0,15
,Passenger - Standard,0,0,0,1,1,117,7,0,0,0,0,0,0,126
,Light Truck,0,0,0,48,0,225,3,0,0,0,0,0,0,276
,Heavy Truck,0,0,0,13,0,4,0,0,0,0,0,0,0,17
BINGHAM CANYON,Motorcycle - Standard,0,0,0,0,0,12,0,0,0,0,0,0,0,12
,Passenger - Standard,0,0,1,0,1,85,2,0,0,0,2,0,0,91
,Light Truck,0,0,0,12,0,158,2,0,0,0,0,0,0,172
,Heavy Truck,0,0,0,32,0,4,0,0,0,0,0,0,0,36
BLANDING,Motorcycle - Standard,0,0,0,0,0,118,0,0,0,0,0,0,0,118
,Passenger - Standard,0,0,0,10,3,"1,157",39,0,0,0,6,0,0,"1,215"
,Light Truck,0,0,0,438,0,"2,092",21,0,0,0,2,0,0,"2,553"
,Heavy Truck,0,0,0,205,0,24,0,0,0,0,0,0,0,229
BLUEBELL,Motorcycle - Standard,0,0,0,0,0,16,0,0,0,0,0,0,0,16
,Passenger - Standard,0,0,0,2,1,227,1,0,0,0,0,0,0,231
,Light Truck,0,0,0,151,1,372,2,0,0,0,0,0,0,526
,Heavy Truck,0,0,0,46,0,4,0,0,0,0,0,0,0,50
BLUFF,Motorcycle - Standard,0,0,0,0,0,17,0,0,0,0,0,0,0,17
,Passenger - Standard,0,0,0,5,2,200,8,0,0,0,1,0,0,216
,Light Truck,0,0,0,63,1,410,5,0,0,0,1,0,0,480
,Heavy Truck,0,0,0,9,0,0,0,0,0,0,0,0,0,9
BLUFFDALE,Motorcycle - Standard,0,0,0,0,1,462,0,0,0,0,0,0,0,463
,Passenger - Standard,0,0,8,47,162,"4,332",158,0,0,0,36,0,0,"4,743"
,Light Truck,0,0,9,"1,187",207,"7,022",227,0,0,0,50,0,0,"8,702"
,Heavy Truck,0,0,0,430,0,88,0,0,0,0,0,0,0,518
BOULDER,Motorcycle - Standard,0,0,0,0,0,8,0,0,0,0,0,0,0,8
,Passenger - Standard,0,0,0,2,1,93,4,0,0,0,0,0,0,100
,Light Truck,0,0,0,54,2,254,3,0,0,0,1,0,0,314
,Heavy Truck,0,0,0,8,0,2,0,0,0,0,0,0,0,10
BOUNTIFUL,Motorcycle - Standard,0,0,0,0,4,"1,396",0,0,0,0,0,0,0,"1,400"
,Passenger - Standard,0,0,41,117,250,"13,380",558,0,0,1,91,1,0,"14,439"
,Light Truck,0,0,14,"1,046",236,"16,029",587,0,0,0,89,1,0,"18,002"
,Heavy Truck,0,0,2,254,0,113,0,0,0,0,0,0,0,369
BRIAN HEAD,Motorcycle - Standard,0,0,0,0,0,22,0,0,0,0,0,0,0,22
,Passenger - Standard,0,0,0,1,0,90,2,0,0,0,1,0,0,94
,Light Truck,0,0,0,58,5,274,2,0,0,0,0,0,0,339
,Heavy Truck,0,0,0,23,0,4,0,0,0,0,0,0,0,27
BRIGHAM CITY,Motorcycle - Standard,0,0,0,0,1,828,0,0,0,0,0,0,0,829
,Passenger - Standard,0,0,37,105,52,"9,343",265,0,0,0,40,0,0,"9,842"
,Light Truck,0,0,18,"1,797",23,"10,065",154,0,0,0,13,0,0,"12,070"
,Heavy Truck,0,0,1,871,0,205,0,0,0,0,0,0,0,"1,077"
BRIGHTON,Motorcycle - Standard,0,0,0,0,0,21,0,0,0,0,0,0,0,21
,Passenger - Standard,0,0,0,1,5,72,3,0,0,0,0,0,0,81
,Light Truck,0,0,0,27,9,221,14,0,0,0,1,0,0,272
,Heavy Truck,0,0,0,3,0,3,0,0,0,0,0,0,0,6
BROOKSIDE,Motorcycle - Standard,0,0,0,0,0,13,0,0,0,0,0,0,0,13
,Passenger - Standard,0,0,0,3,1,81,4,0,0,0,0,0,0,89
,Light Truck,0,0,0,53,1,187,2,0,0,0,0,0,0,243
,Heavy Truck,0,0,0,15,0,7,0,0,0,0,0,0,0,22
BRYCE CANYON,Motorcycle - Standard,0,0,0,0,0,9,0,0,0,0,0,0,0,9
,Passenger - Standard,0,0,0,2,0,133,8,0,0,0,2,0,0,145
,Light Truck,0,0,1,35,1,192,2,0,0,0,1,0,0,232
,Heavy Truck,0,0,0,26,0,2,0,0,0,0,0,0,0,28
CANNONVILLE,Motorcycle - Standard,0,0,0,0,0,3,0,0,0,0,0,0,0,3
,Passenger - Standard,0,0,1,2,0,70,2,0,0,0,0,0,0,75
,Light Truck,0,0,0,42,0,110,1,0,0,0,0,0,0,153
,Heavy Truck,0,0,0,24,0,1,0,0,0,0,0,0,0,25
CASTLE DALE,Motorcycle - Standard,0,0,0,0,0,29,0,0,0,0,0,0,0,29
,Passenger - Standard,0,0,2,12,1,575,13,0,0,0,1,0,0,604
,Light Truck,0,0,3,306,2,870,11,0,0,0,1,0,0,"1,193"
,Heavy Truck,0,0,0,109,0,9,0,0,0,0,0,0,0,118
CASTLE VALLEY,Motorcycle - Standard,0,0,0,0,0,42,0,0,0,0,0,0,0,42
,Passenger - Standard,0,0,0,1,0,121,7,0,0,0,1,0,0,130
,Light Truck,0,0,0,51,6,306,6,0,0,0,2,0,0,371
,Heavy Truck,0,0,0,17,0,4,0,0,0,0,0,0,0,21
CEDAR CITY,Motorcycle - Standard,0,0,0,0,2,"1,328",0,0,0,1,0,0,0,"1,331"
,Passenger - Standard,0,0,51,278,97,"14,587",534,0,0,0,58,0,0,"15,605"
,Light Truck,0,1,48,"4,181",69,"21,972",367,0,0,1,71,0,0,"26,710"
,Heavy Truck,0,0,2,"1,217",0,305,0,0,0,0,0,13,0,"1,537"
CEDAR FORT,Motorcycle - Standard,0,0,0,0,0,11,0,0,0,0,0,0,0,11
,Passenger - Standard,0,0,0,1,2,45,2,0,0,0,0,0,0,50
,Light Truck,0,0,0,47,1,99,2,0,0,0,0,0,0,149
,Heavy Truck,0,0,0,19,0,1,0,0,0,0,0,0,0,20
CEDAR HILLS,Motorcycle - Standard,0,0,0,0,2,270,0,0,0,0,0,0,0,272
,Passenger - Standard,0,0,2,20,83,"2,759",146,0,0,0,19,0,0,"3,029"
,Light Truck,0,0,2,203,67,"3,518",129,0,0,0,22,0,0,"3,941"
,Heavy Truck,0,0,0,37,0,22,0,0,0,0,0,0,0,59
CEDAR VALLEY,Motorcycle - Standard,0,0,0,0,0,18,0,0,0,0,0,0,0,18
,Passenger - Standard,0,0,0,1,2,135,8,0,0,0,1,0,0,147
,Light Truck,0,0,0,87,0,206,8,0,0,0,0,0,0,301
,Heavy Truck,0,0,0,26,0,3,0,0,0,0,0,0,0,29
CENTERFIELD,Motorcycle - Standard,0,0,0,0,0,50,0,0,0,0,0,0,0,50
,Passenger - Standard,0,0,4,10,0,613,10,0,0,0,0,0,0,637
,Light Truck,0,0,3,241,1,869,6,0,0,0,1,0,0,"1,121"
,Heavy Truck,0,0,0,84,0,4,0,0,0,0,0,0,0,88
CENTERVILLE,Motorcycle - Standard,0,0,0,0,1,473,0,0,0,0,0,0,0,474
,Passenger - Standard,0,0,13,62,106,"5,431",237,0,1,1,25,0,0,"5,876"
,Light Truck,0,0,4,555,92,"6,809",233,0,0,0,31,0,0,"7,724"
,Heavy Truck,0,0,0,291,0,65,0,0,0,0,0,0,0,356
CENTRAL,Motorcycle - Standard,0,0,0,0,0,32,0,0,0,0,0,0,0,32
,Passenger - Standard,0,0,1,5,8,263,11,0,0,0,3,0,0,291
,Light Truck,0,0,1,115,1,448,2,0,0,0,0,0,0,567
,Heavy Truck,0,0,0,10,0,15,0,0,0,0,0,0,0,25
CENTRAL VALLEY,Motorcycle - Standard,0,0,0,0,0,28,0,0,0,0,0,0,0,28
,Passenger - Standard,0,0,1,1,1,269,11,0,0,0,0,0,0,283
,Light Truck,0,0,2,173,0,480,3,0,0,0,1,0,0,659
,Heavy Truck,0,0,0,19,0,5,0,0,0,0,0,0,0,24
CHESTER,Motorcycle - Standard,0,0,0,0,1,6,0,0,0,0,0,0,0,7
,Passenger - Standard,0,0,0,4,2,171,2,0,0,0,0,0,0,179
,Light Truck,0,0,0,62,0,222,0,0,0,0,0,0,0,284
,Heavy Truck,0,0,0,23,0,2,0,0,0,0,0,0,0,25
CIRCLEVILLE,Motorcycle - Standard,0,0,0,0,0,9,0,0,0,0,0,0,0,9
,Passenger - Standard,0,0,3,7,0,244,3,0,0,0,0,0,0,257
,Light Truck,0,0,3,124,0,358,3,0,0,0,0,0,0,488
,Heavy Truck,0,0,0,49,0,3,0,0,0,0,0,0,0,52
CLARKSTON,Motorcycle - Standard,0,0,0,0,0,30,0,0,0,0,0,0,0,30
,Passenger - Standard,0,0,0,3,3,264,13,0,0,0,0,0,0,283
,Light Truck,0,0,0,109,3,349,4,0,0,0,1,0,0,466
,Heavy Truck,0,0,0,37,0,13,0,0,0,0,0,0,0,50
CLAWSON,Motorcycle - Standard,0,0,0,0,0,10,0,0,0,0,0,0,0,10
,Passenger - Standard,0,0,0,0,0,80,2,0,0,0,0,0,0,82
,Light Truck,0,0,0,38,0,115,1,0,0,0,0,0,0,154
,Heavy Truck,0,0,0,0,0,3,0,0,0,0,0,0,0,3
CLEARFIELD,Motorcycle - Standard,0,0,0,0,2,839,0,0,0,0,0,0,0,841
,Passenger - Standard,0,0,15,67,104,"11,150",350,0,1,0,55,0,0,"11,742"
,Light Truck,0,0,9,937,52,"11,141",213,0,0,0,33,0,0,"12,385"
,Heavy Truck,0,0,1,454,0,93,0,0,0,0,0,0,0,548
CLEVELAND,Motorcycle - Standard,0,0,0,0,0,29,0,0,0,0,0,0,0,29
,Passenger - Standard,0,0,0,1,0,345,6,0,0,0,1,0,0,353
,Light Truck,0,0,0,230,0,506,1,0,0,0,0,0,0,737
,Heavy Truck,0,0,0,78,0,5,0,0,0,0,0,0,0,83
CLINTON,Motorcycle - Standard,0,0,0,0,2,654,0,0,0,0,0,0,0,656
,Passenger - Standard,0,0,11,44,75,"6,597",195,0,0,0,27,0,0,"6,949"
,Light Truck,0,0,7,885,55,"7,226",170,0,0,0,34,0,0,"8,377"
,Heavy Truck,0,0,0,133,0,81,0,0,0,0,0,0,0,214
COALVILLE,Motorcycle - Standard,0,0,0,0,0,165,0,0,0,0,0,0,0,165
,Passenger - Standard,0,0,2,25,12,"1,409",24,0,0,0,5,0,0,"1,477"
,Light Truck,0,0,7,694,17,"2,742",76,0,0,0,3,0,0,"3,539"
,Heavy Truck,0,0,0,294,0,62,2,0,0,0,0,0,0,358
COLLINSTON,Motorcycle - Standard,0,0,0,0,0,14,0,0,0,0,0,0,0,14
,Passenger - Standard,0,0,1,3,2,181,3,0,0,0,0,0,0,190
,Light Truck,0,0,0,98,2,243,1,0,0,0,1,0,0,345
,Heavy Truck,0,0,0,27,0,10,0,0,0,0,0,0,0,37
COPPERTON,Motorcycle - Standard,0,0,0,0,0,32,0,0,0,0,0,0,0,32
,Passenger - Standard,0,0,1,2,1,148,5,0,0,0,1,0,0,158
,Light Truck,0,0,0,31,1,214,2,0,0,0,0,0,0,248
,Heavy Truck,0,0,0,7,0,10,0,0,0,0,0,0,0,17
CORINNE,Motorcycle - Standard,0,0,0,0,0,70,0,0,0,0,0,0,0,70
,Passenger - Standard,0,0,4,25,4,761,16,0,0,0,2,0,0,812
,Light Truck,0,0,1,368,3,"1,164",8,0,0,0,2,1,0,"1,547"
,Heavy Truck,0,0,0,231,0,34,0,0,0,0,0,0,0,265
CORNISH,Motorcycle - Standard,0,0,0,0,0,7,0,0,0,0,0,0,0,7
,Passenger - Standard,0,0,0,1,0,97,1,0,0,0,0,0,0,99
,Light Truck,0,0,0,27,0,143,1,0,0,0,0,0,0,171
,Heavy Truck,0,0,0,12,0,4,0,0,0,0,0,0,0,16
COTTONWOOD HEIGHTS,Motorcycle - Standard,0,0,0,0,6,481,0,0,0,0,0,0,0,487
,Passenger - Standard,0,0,3,43,165,"3,602",183,0,0,0,31,0,0,"4,027"
,Light Truck,0,0,1,333,228,"5,924",266,0,0,0,61,0,0,"6,813"
,Heavy Truck,0,0,0,135,0,31,0,0,0,0,0,0,0,166
COVE,Motorcycle - Standard,0,0,0,0,0,26,0,0,0,0,0,0,0,26
,Passenger - Standard,0,0,0,2,0,107,4,0,0,0,1,0,0,114
,Light Truck,0,0,0,57,1,221,9,0,0,0,1,0,0,289
,Heavy Truck,0,0,0,27,0,2,0,0,0,0,0,0,0,29
CROYDON,Motorcycle - Standard,0,0,0,0,0,6,0,0,0,0,0,0,0,6
,Passenger - Standard,0,0,0,4,0,67,1,0,0,0,0,0,0,72
,Light Truck,0,0,0,59,1,121,1,0,0,0,0,0,0,182
,Heavy Truck,0,0,0,25,0,4,0,0,0,0,0,0,0,29
DAMMERON VALLEY,Motorcycle - Standard,0,0,0,0,0,107,0,0,0,0,0,0,0,107
,Passenger - Standard,0,0,3,10,8,308,20,0,0,0,2,0,0,351
,Light Truck,0,0,1,188,7,606,26,0,0,0,5,0,0,833
,Heavy Truck,0,0,0,34,0,15,0,0,0,0,0,0,0,49
DELTA,Motorcycle - Standard,0,0,0,0,0,169,0,0,0,0,0,0,0,169
,Passenger - Standard,0,0,1,49,5,"2,462",42,0,0,0,8,0,0,"2,567"
,Light Truck,0,0,7,"1,058",4,"3,359",21,0,0,0,6,0,0,"4,455"
,Heavy Truck,0,0,0,541,0,55,0,0,0,0,0,0,0,596
DEWEYVILLE,Motorcycle - Standard,0,0,0,0,0,27,0,0,0,0,0,0,0,27
,Passenger - Standard,0,0,0,9,2,265,11,0,0,0,0,0,0,287
,Light Truck,0,0,0,133,2,383,4,0,0,0,0,0,0,522
,Heavy Truck,0,0,0,20,0,4,0,0,0,0,0,0,0,24
DRAPER,Motorcycle - Standard,0,0,0,0,6,"1,514",0,0,0,1,0,0,0,"1,521"
,Passenger - Standard,0,0,10,131,563,"13,949","1,212",0,1,0,75,0,0,"15,941"
,Light Truck,0,0,19,"2,259",705,"24,222",816,0,0,0,190,1,0,"28,212"
,Heavy Truck,0,0,0,"1,259",0,273,0,0,0,0,0,0,0,"1,532"
DUCHESNE,Motorcycle - Standard,0,0,0,0,0,105,0,0,0,0,0,0,0,105
,Passenger - Standard,0,0,0,25,2,"1,351",23,0,0,0,4,0,0,"1,405"
,Light Truck,0,0,3,731,3,"2,376",16,0,0,0,3,0,0,"3,132"
,Heavy Truck,0,0,0,347,0,52,0,0,0,0,0,1,0,400
DUCK CREEK VILLAGE,Motorcycle - Standard,0,0,0,0,0,42,0,0,0,0,0,0,0,42
,Passenger - Standard,0,0,0,11,4,167,9,0,0,0,1,0,0,192
,Light Truck,0,0,2,273,6,578,7,0,0,0,3,0,0,869
,Heavy Truck,0,0,0,43,0,17,0,0,0,0,0,0,0,60
DUGWAY,Motorcycle - Standard,0,0,0,0,0,19,0,0,0,0,0,0,0,19
,Passenger - Standard,0,0,0,1,0,96,4,0,0,0,0,0,0,101
,Light Truck,0,0,0,16,0,239,5,0,0,0,0,0,0,260
,Heavy Truck,0,0,0,17,0,1,0,0,0,0,0,0,0,18
DUTCH JOHN,Motorcycle - Standard,0,0,0,0,0,6,0,0,0,0,0,0,0,6
,Passenger - Standard,0,0,0,2,0,67,0,0,0,0,0,0,0,69
,Light Truck,0,0,0,45,1,205,3,0,0,0,0,0,0,254
,Heavy Truck,0,0,0,11,0,1,0,0,0,0,0,0,0,12
EAGLE MOUNTAIN,Motorcycle - Standard,0,0,0,0,3,987,0,0,0,0,0,0,0,990
,Passenger - Standard,0,0,16,108,324,"11,856",601,0,0,1,89,0,0,"12,995"
,Light Truck,0,0,17,"1,516",283,"16,305",457,0,0,0,62,0,0,"18,640"
,Heavy Truck,0,0,1,368,0,100,0,0,1,0,0,0,0,470
EAST CARBON,Motorcycle - Standard,0,0,0,0,0,43,0,0,0,0,0,0,0,43
,Passenger - Standard,0,0,0,4,1,539,6,0,0,0,0,0,0,550
,Light Truck,0,0,1,102,0,631,1,0,0,0,1,0,0,736
,Heavy Truck,0,0,0,12,0,6,0,0,0,0,0,0,0,18
EDEN,Motorcycle - Standard,0,0,0,0,2,249,0,0,0,0,0,0,0,251
,Passenger - Standard,0,0,4,25,35,"1,001",40,0,0,0,5,0,0,"1,110"
,Light Truck,0,0,1,440,55,"2,316",69,0,0,0,28,0,0,"2,909"
,Heavy Truck,0,0,0,97,0,34,0,0,0,0,0,0,0,131
ELBERTA,Motorcycle - Standard,0,0,0,0,0,1,0,0,0,0,0,0,0,1
,Passenger - Standard,0,0,2,0,0,140,1,0,0,0,1,0,0,144
,Light Truck,0,0,1,35,0,162,0,0,0,0,0,0,0,198
,Heavy Truck,0,0,0,59,0,1,0,0,0,0,0,0,0,60
ELK RIDGE,Motorcycle - Standard,0,0,0,0,0,142,0,0,0,0,0,0,0,142
,Passenger - Standard,0,0,3,14,31,"1,255",50,0,0,0,9,0,0,"1,362"
,Light Truck,0,0,2,242,21,"1,719",62,0,0,0,13,0,0,"2,059"
,Heavy Truck,0,0,0,61,0,20,0,0,0,0,0,0,0,81
ELMO,Motorcycle - Standard,0,0,0,0,0,20,0,0,0,0,0,0,0,20
,Passenger - Standard,0,0,2,8,1,293,10,0,0,0,0,0,0,314
,Light Truck,0,0,0,160,0,367,3,0,0,0,0,0,0,530
,Heavy Truck,0,0,0,25,0,3,0,0,0,0,0,0,0,28
ELSINORE,Motorcycle - Standard,0,0,0,0,0,45,0,0,0,0,0,0,0,45
,Passenger - Standard,0,0,0,4,0,560,7,0,0,0,2,0,0,573
,Light Truck,0,0,4,171,0,714,3,0,0,0,0,0,0,892
,Heavy Truck,0,0,0,30,0,9,0,0,0,0,0,0,0,39
ELWOOD,Motorcycle - Standard,0,0,0,0,0,27,0,0,0,0,0,0,0,27
,Passenger - Standard,0,0,1,6,3,262,13,0,0,0,3,0,0,288
,Light Truck,0,0,1,163,1,371,2,0,0,0,2,0,0,540
,Heavy Truck,0,0,0,44,0,4,0,0,0,0,0,0,0,48
EMERY,Motorcycle - Standard,0,0,0,0,0,9,0,0,0,0,0,0,0,9
,Passenger - Standard,0,0,0,10,0,154,4,0,0,0,0,0,0,168
,Light Truck,0,0,0,92,0,222,0,0,0,0,0,0,0,314
,Heavy Truck,0,0,0,30,0,6,0,0,0,0,0,0,0,36
ENOCH,Motorcycle - Standard,0,0,0,0,0,206,0,0,0,0,0,0,0,206
,Passenger - Standard,0,0,8,32,6,"2,065",59,0,0,0,11,0,0,"2,181"
,Light Truck,0,0,6,729,7,"3,181",43,0,0,0,8,0,0,"3,974"
,Heavy Truck,0,0,0,87,0,39,0,0,0,0,0,0,0,126
ENTERPRISE,Motorcycle - Standard,0,0,0,0,0,52,0,0,0,0,0,0,0,52
,Passenger - Standard,0,0,4,22,2,885,27,0,0,0,0,0,0,940
,Light Truck,0,0,1,408,3,"1,261",16,0,0,0,0,0,0,"1,689"
,Heavy Truck,0,0,0,116,0,11,0,0,0,0,0,0,0,127
EPHRAIM,Motorcycle - Standard,0,0,0,0,1,126,0,0,0,0,0,0,0,127
,Passenger - Standard,0,0,3,26,9,"2,042",77,0,0,0,8,0,0,"2,165"
,Light Truck,0,0,5,487,7,"2,648",28,0,1,0,1,0,0,"3,177"
,Heavy Truck,0,0,0,171,0,36,0,0,0,0,0,0,0,207
ERDA,Motorcycle - Standard,0,0,0,0,0,137,0,0,0,0,0,0,0,137
,Passenger - Standard,0,0,1,21,15,"1,291",40,0,0,0,10,0,0,"1,378"
,Light Truck,0,0,5,626,7,"1,605",26,0,0,0,9,0,0,"2,278"
,Heavy Truck,0,0,0,258,0,43,0,0,0,0,0,0,0,301
ESCALANTE,Motorcycle - Standard,0,0,0,0,0,43,0,0,0,0,0,0,0,43
,Passenger - Standard,0,0,0,9,0,331,11,0,0,0,0,0,0,351
,Light Truck,0,0,1,237,2,683,9,0,0,0,3,0,0,935
,Heavy Truck,0,0,0,91,0,9,0,0,0,0,0,0,0,100
EUREKA,Motorcycle - Standard,0,0,0,0,0,30,0,0,0,0,0,0,0,30
,Passenger - Standard,0,0,1,8,2,377,8,0,0,0,2,0,0,398
,Light Truck,0,0,1,160,0,516,2,0,0,0,0,0,0,679
,Heavy Truck,0,0,0,37,0,7,0,0,0,0,0,0,0,44
FAIRFIELD,Motorcycle - Standard,0,0,0,0,0,6,0,0,0,0,0,0,0,6
,Passenger - Standard,0,0,0,4,0,49,0,0,0,0,0,0,0,53
,Light Truck,0,0,0,36,2,79,0,0,0,0,0,0,0,117
,Heavy Truck,0,0,0,33,0,1,0,0,0,0,0,0,0,34
FAIRVIEW,Motorcycle - Standard,0,0,0,0,0,118,0,0,0,0,0,0,0,118
,Passenger - Standard,0,0,5,31,6,"1,483",36,0,0,0,9,0,0,"1,570"
,Light Truck,1,0,3,803,9,"2,104",14,0,0,0,3,0,0,"2,937"
,Heavy Truck,0,0,1,204,0,49,0,0,0,0,0,0,0,254
FARMINGTON,Motorcycle - Standard,0,0,0,0,2,675,0,0,0,0,0,0,0,677
,Passenger - Standard,0,0,17,66,262,"7,185",352,0,0,0,39,0,0,"7,921"
,Light Truck,0,0,14,778,254,"9,581",322,0,0,0,63,0,0,"11,012"
,Heavy Truck,0,0,0,441,0,87,0,0,0,0,0,0,0,528
FARR WEST,Motorcycle - Standard,0,0,0,0,0,271,0,0,0,0,0,0,0,271
,Passenger - Standard,0,0,0,17,21,"2,067",54,0,0,0,9,0,0,"2,168"
